match_id,date,gender,tournament,round,player_1,player_2,match_score,winner,loser,p1_fsp,p1_ssp,p1_df,p2_fsp,p2_ssp,p2_df
19941104-M-Paris_Masters-QF-Pete_Sampras-Andre_Agassi,19941104,M,Paris Masters,QF,Pete Sampras,Andre Agassi,6-7 5-7,Andre Agassi,Pete Sampras,63.0,95.0,2,62.0,97.0,1
19950122-M-Australian_Open-R16-Aaron_Krickstein-Stefan_Edberg,19950122,M,Australian Open,R16,Aaron Krickstein,Stefan Edberg,6-7 5-7 6-4 7-6 6-4,Aaron Krickstein,Stefan Edberg,61.0,99.0,1,68.0,92.0,5
19950310-M-Indian_Wells_Masters-QF-Thomas_Muster-Stefan_Edberg,19950310,M,Indian Wells Masters,QF,Thomas Muster,Stefan Edberg,6-2 4-6 1-6,Stefan Edberg,Thomas Muster,66.0,96.0,1,59.0,81.0,6
19950311-M-Indian_Wells_Masters-SF-Pete_Sampras-Stefan_Edberg,19950311,M,Indian Wells Masters,SF,Pete Sampras,Stefan Edberg,4-6 6-3 6-4,Pete Sampras,Stefan Edberg,59.0,89.0,4,70.0,85.0,4
19950517-M-Rome_Masters-R32-Marcelo_Rios-Stefan_Edberg,19950517,M,Rome Masters,R32,Marcelo Rios,Stefan Edberg,3-6 3-6,Stefan Edberg,Marcelo Rios,66.0,100.0,0,57.0,96.0,1
19950522-M-Rome_Masters-F-Sergi_Bruguera-Thomas_Muster,19950522,M,Rome Masters,F,Sergi Bruguera,Thomas Muster,6-3 6-7 2-6 3-6,Thomas Muster,Sergi Bruguera,58.0,89.0,6,67.0,91.0,4
19951105-M-Paris_Masters-F-Pete_Sampras-Boris_Becker,19951105,M,Paris Masters,F,Pete Sampras,Boris Becker,7-6 6-4 6-4,Pete Sampras,Boris Becker,51.0,91.0,5,47.0,92.0,6
19951118-M-Tour_Finals-SF-Thomas_Enqvist-Boris_Becker,19951118,M,Tour Finals,SF,Thomas Enqvist,Boris Becker,4-6 7-6 5-7,Boris Becker,Thomas Enqvist,54.0,82.0,9,55.0,91.0,4
19951119-M-Tour_Finals-F-Michael_Chang-Boris_Becker,19951119,M,Tour Finals,F,Michael Chang,Boris Becker,6-7 0-6 6-7,Boris Becker,Michael Chang,54.0,94.0,3,58.0,85.0,6
19951201-M-Davis_Cup_World_Group_F-RR-Pete_Sampras-Andrei_Chesnokov,19951201,M,Davis Cup World Group F,RR,Pete Sampras,Andrei Chesnokov,3-6 6-4 6-3 6-7 6-4,Pete Sampras,Andrei Chesnokov,49.0,92.0,6,62.0,90.0,6
19951210-M-Grand_Slam_Cup-F-Todd_Martin-Goran_Ivanisevic,19951210,M,Grand Slam Cup,F,Todd Martin,Goran Ivanisevic,6-7 3-6 4-6,Goran Ivanisevic,Todd Martin,63.0,88.0,4,61.0,76.0,9
19960127-W-Australian_Open-F-Monica_Seles-Anke_Huber,19960127,W,Australian Open,F,Monica Seles,Anke Huber,6-4 6-1,Monica Seles,Anke Huber,62.0,90.0,2,70.0,77.0,5
19960218-M-San_Jose-F-Pete_Sampras-Andre_Agassi,19960218,M,San Jose,F,Pete Sampras,Andre Agassi,6-2 6-3,Pete Sampras,Andre Agassi,45.0,97.0,1,59.0,100.0,0
19960303-M-Philadelphia-F-Jim_Courier-Chris_Woodruff,19960303,M,Philadelphia,F,Jim Courier,Chris Woodruff,6-4 6-3,Jim Courier,Chris Woodruff,66.0,100.0,0,59.0,96.0,1
19960327-M-Miami_Masters-R16-Arnaud_Boetsch-Stefan_Edberg,19960327,M,Miami Masters,R16,Arnaud Boetsch,Stefan Edberg,3-6 6-4 6-2,Arnaud Boetsch,Stefan Edberg,55.0,91.0,4,45.0,79.0,9
19960601-M-Roland_Garros-R32-Michael_Chang-Stefan_Edberg,19960601,M,Roland Garros,R32,Michael Chang,Stefan Edberg,6-4 5-7 0-6 6-7,Stefan Edberg,Michael Chang,62.0,88.0,5,74.0,96.0,1
19960707-W-Wimbledon-SF-Steffi_Graf-Kimiko_Date_Krumm,19960707,W,Wimbledon,SF,Steffi Graf,Kimiko Date Krumm,6-2 2-6 6-3,Steffi Graf,Kimiko Date Krumm,51.0,94.0,3,62.0,83.0,5
19960803-W-Olympics-F-Lindsay_Davenport-Arantxa_Sanchez_Vicario,19960803,W,Olympics,F,Lindsay Davenport,Arantxa Sanchez Vicario,7-6 6-2,Lindsay Davenport,Arantxa Sanchez Vicario,56.0,94.0,2,61.0,92.0,2
19960810-M-Cincinnati_Masters-SF-Thomas_Muster-Andre_Agassi,19960810,M,Cincinnati Masters,SF,Thomas Muster,Andre Agassi,4-6 1-6,Andre Agassi,Thomas Muster,53.0,86.0,4,73.0,100.0,0
19960828-M-US_Open-R64-Leander_Paes-Andre_Agassi,19960828,M,US Open,R64,Leander Paes,Andre Agassi,6-3 4-6 1-6 0-6,Andre Agassi,Leander Paes,63.0,93.0,3,66.0,88.0,5
19960903-M-US_Open-R16-Tim_Henman-Stefan_Edberg,19960903,M,US Open,R16,Tim Henman,Stefan Edberg,7-6 6-7 4-6 4-6,Stefan Edberg,Tim Henman,45.0,90.0,8,67.0,96.0,2
19960905-M-US_Open-QF-Pete_Sampras-Alex_Corretja,19960905,M,US Open,QF,Pete Sampras,Alex Corretja,7-6 5-7 5-7 6-4 7-6,Pete Sampras,Alex Corretja,64.0,94.0,4,66.0,95.0,3
19960907-M-US_Open-SF-Michael_Chang-Andre_Agassi,19960907,M,US Open,SF,Michael Chang,Andre Agassi,6-3 6-2 6-2,Michael Chang,Andre Agassi,48.0,94.0,3,57.0,89.0,4
19961027-M-Stuttgart_Masters-F-Pete_Sampras-Boris_Becker,19961027,M,Stuttgart Masters,F,Pete Sampras,Boris Becker,6-3 3-6 6-3 3-6 4-6,Boris Becker,Pete Sampras,63.0,86.0,7,54.0,83.0,11
19961119-M-Tour_Finals-RR-Pete_Sampras-Andre_Agassi,19961119,M,Tour Finals,RR,Pete Sampras,Andre Agassi,6-2 6-1,Pete Sampras,Andre Agassi,50.0,100.0,0,57.0,90.0,2
19970113-M-Australian_Open-R128-Carlos_Moya-Boris_Becker,19970113,M,Australian Open,R128,Carlos Moya,Boris Becker,5-7 7-6 3-6 6-1 6-4,Carlos Moya,Boris Becker,71.0,90.0,5,57.0,80.0,15
19970126-M-Australian_Open-F-Pete_Sampras-Carlos_Moya,19970126,M,Australian Open,F,Pete Sampras,Carlos Moya,6-2 6-3 6-3,Pete Sampras,Carlos Moya,72.0,89.0,2,66.0,89.0,3
19970606-M-Roland_Garros-SF-Gustavo_Kuerten-Filip_Dewulf,19970606,M,Roland Garros,SF,Gustavo Kuerten,Filip Dewulf,6-1 3-6 6-1 7-6,Gustavo Kuerten,Filip Dewulf,46.0,93.0,5,46.0,87.0,9
19970702-M-Wimbledon-R16-Pete_Sampras-Petr_Korda,19970702,M,Wimbledon,R16,Pete Sampras,Petr Korda,6-4 6-3 6-7 6-7 6-4,Pete Sampras,Petr Korda,68.0,92.0,4,53.0,89.0,10
19970703-M-Wimbledon-QF-Pete_Sampras-Boris_Becker,19970703,M,Wimbledon,QF,Pete Sampras,Boris Becker,6-1 6-7 6-1 6-4,Pete Sampras,Boris Becker,70.0,94.0,2,67.0,94.0,2
19970704-W-Wimbledon-SF-Martina_Hingis-Anna_Kournikova,19970704,W,Wimbledon,SF,Martina Hingis,Anna Kournikova,6-3 6-2,Martina Hingis,Anna Kournikova,63.0,97.0,1,60.0,80.0,4
19970901-M-US_Open-R16-Petr_Korda-Pete_Sampras,19970901,M,US Open,R16,Petr Korda,Pete Sampras,6-7 7-5 7-6 3-6 7-6,Petr Korda,Pete Sampras,69.0,92.0,4,61.0,93.0,5
19970903-M-US_Open-R16-Patrick_Rafter-Andre_Agassi,19970903,M,US Open,R16,Patrick Rafter,Andre Agassi,6-3 7-6 4-6 6-3,Patrick Rafter,Andre Agassi,55.0,89.0,8,65.0,80.0,8
19970906-W-US_Open-SF-Martina_Hingis-Lindsay_Davenport,19970906,W,US Open,SF,Martina Hingis,Lindsay Davenport,6-2 6-4,Martina Hingis,Lindsay Davenport,64.0,96.0,1,64.0,92.0,2
19971020-M-Stuttgart_Masters-R32-Pete_Sampras-Magnus_Gustafsson,19971020,M,Stuttgart Masters,R32,Pete Sampras,Magnus Gustafsson,6-3 6-4,Pete Sampras,Magnus Gustafsson,55.0,94.0,2,65.0,70.0,6
19971027-M-Paris_Masters-SF-Pete_Sampras-Yevgeny_Kafelnikov,19971027,M,Paris Masters,SF,Pete Sampras,Yevgeny Kafelnikov,7-6 6-3,Pete Sampras,Yevgeny Kafelnikov,58.0,81.0,5,61.0,93.0,2
19980329-M-Miami_Masters-F-Marcelo_Rios-Andre_Agassi,19980329,M,Miami Masters,F,Marcelo Rios,Andre Agassi,7-5 6-3 6-4,Marcelo Rios,Andre Agassi,65.0,94.0,2,50.0,92.0,4
19980510-M-Hamburg_Masters-F-Albert_Costa-Alex_Corretja,19980510,M,Hamburg Masters,F,Albert Costa,Alex Corretja,6-2 6-0 0-0,Albert Costa,Alex Corretja,82.0,100.0,0,50.0,92.0,2
19980622-M-Wimbledon-SF-Tim_Henman-Pete_Sampras,19980622,M,Wimbledon,SF,Tim Henman,Pete Sampras,3-6 6-4 5-7 3-6,Pete Sampras,Tim Henman,52.0,93.0,4,53.0,100.0,0
19980702-W-Wimbledon-SF-Nathalie_Tauziat-Natalia_Zvereva,19980702,W,Wimbledon,SF,Nathalie Tauziat,Natalia Zvereva,1-6 7-6 6-3,Nathalie Tauziat,Natalia Zvereva,46.0,91.0,5,59.0,94.0,2
19980704-M-Wimbledon_Juniors-F-Irakli_Labadze-Roger_Federer,19980704,M,Wimbledon Juniors,F,Irakli Labadze,Roger Federer,4-6 4-6,Roger Federer,Irakli Labadze,62.0,100.0,0,73.0,100.0,0
19980705-M-Wimbledon-F-Goran_Ivanisevic-Pete_Sampras,19980705,M,Wimbledon,F,Goran Ivanisevic,Pete Sampras,7-6 6-7 4-6 6-3 2-6,Pete Sampras,Goran Ivanisevic,57.0,74.0,20,55.0,88.0,8
19980719-W-Mahwah-F-Steffi_Graf-Amanda_Coetzer,19980719,W,Mahwah,F,Steffi Graf,Amanda Coetzer,6-3 6-3,Steffi Graf,Amanda Coetzer,73.0,100.0,0,60.0,75.0,6
19980817-M-New_Haven-R32-Pete_Sampras-Lleyton_Hewitt,19980817,M,New Haven,R32,Pete Sampras,Lleyton Hewitt,6-1 7-6,Pete Sampras,Lleyton Hewitt,62.0,96.0,1,53.0,86.0,4
19980823-M-Washington-SF-Andre_Agassi-Wayne_Ferreira,19980823,M,Washington,SF,Andre Agassi,Wayne Ferreira,6-1 6-0,Andre Agassi,Wayne Ferreira,71.0,100.0,0,51.0,78.0,4
19980910-M-US_Open-QF-Mark_Philippoussis-Thomas_Johansson,19980910,M,US Open,QF,Mark Philippoussis,Thomas Johansson,4-6 6-3 6-7 6-3 7-6,Mark Philippoussis,Thomas Johansson,70.0,94.0,3,54.0,82.0,15
19981115-W-Philadelphia-F-Steffi_Graf-Lindsay_Davenport,19981115,W,Philadelphia,F,Steffi Graf,Lindsay Davenport,4-6 6-3 6-4,Steffi Graf,Lindsay Davenport,66.0,91.0,3,65.0,85.0,5
19990129-M-Australian_Open-SF-Yevgeny_Kafelnikov-Tommy_Haas,19990129,M,Australian Open,SF,Yevgeny Kafelnikov,Tommy Haas,6-3 6-4 7-5,Yevgeny Kafelnikov,Tommy Haas,56.0,95.0,2,59.0,97.0,1
19990201-W-Tokyo-QF-Steffi_Graf-Martina_Hingis,19990201,W,Tokyo,QF,Steffi Graf,Martina Hingis,6-3 2-6 4-6,Martina Hingis,Steffi Graf,58.0,86.0,5,61.0,85.0,5
19990314-M-Indian_Wells_Masters-F-Carlos_Moya-Mark_Philippoussis,19990314,M,Indian Wells Masters,F,Carlos Moya,Mark Philippoussis,7-5 4-6 4-6 6-4 2-6,Mark Philippoussis,Carlos Moya,65.0,91.0,5,63.0,81.0,10
19990525-M-Roland_Garros-R128-Pete_Sampras-Juan_Antonio_Marin,19990525,M,Roland Garros,R128,Pete Sampras,Juan Antonio Marin,6-7 6-4 7-5 6-7 6-4,Pete Sampras,Juan Antonio Marin,76.0,82.0,9,74.0,88.0,6
19990909-W-US_Open-SF-Serena_Williams-Lindsay_Davenport,19990909,W,US Open,SF,Serena Williams,Lindsay Davenport,6-4 1-6 6-4,Serena Williams,Lindsay Davenport,61.0,86.0,5,59.0,89.0,4
19991127-M-Tour_Finals-SF-Pete_Sampras-Nicolas_Kiefer,19991127,M,Tour Finals,SF,Pete Sampras,Nicolas Kiefer,6-3 6-3,Pete Sampras,Nicolas Kiefer,63.0,100.0,0,59.0,79.0,6
19991128-M-Tour_Finals-F-Pete_Sampras-Andre_Agassi,19991128,M,Tour Finals,F,Pete Sampras,Andre Agassi,6-1 7-5 6-4,Pete Sampras,Andre Agassi,60.0,71.0,10,47.0,85.0,7
20000128-M-Australian_Open-SF-Pete_Sampras-Andre_Agassi,20000128,M,Australian Open,SF,Pete Sampras,Andre Agassi,4-6 6-3 7-6 6-7 1-6,Andre Agassi,Pete Sampras,63.0,91.0,5,68.0,94.0,3
20000212-M-Rotterdam-F-Cedric_Pioline-Tim_Henman,20000212,M,Rotterdam,F,Cedric Pioline,Tim Henman,6-7 6-4 7-6,Cedric Pioline,Tim Henman,57.0,95.0,2,59.0,95.0,2
20000220-W-Hanover-F-Serena_Williams-Denisa_Chladkova,20000220,W,Hanover,F,Serena Williams,Denisa Chladkova,6-1 6-1,Serena Williams,Denisa Chladkova,66.0,92.0,1,65.0,94.0,1
20000326-M-Miami_Masters-F-Pete_Sampras-Gustavo_Kuerten,20000326,M,Miami Masters,F,Pete Sampras,Gustavo Kuerten,6-1 6-7 7-6 7-6,Pete Sampras,Gustavo Kuerten,64.0,83.0,9,58.0,94.0,4
20000812-M-Cincinnati_Masters-SF-Arnaud_Clement-Thomas_Enqvist,20000812,M,Cincinnati Masters,SF,Arnaud Clement,Thomas Enqvist,2-6 2-6,Thomas Enqvist,Arnaud Clement,39.0,86.0,6,44.0,79.0,5
20000812-M-Cincinnati_Masters-SF-Tim_Henman-Gustavo_Kuerten,20000812,M,Cincinnati Masters,SF,Tim Henman,Gustavo Kuerten,6-7 6-4 7-6,Tim Henman,Gustavo Kuerten,66.0,87.0,5,55.0,95.0,3
20000923-M-Olympics-BR-Arnaud_Di_Pasquale-Roger_Federer,20000923,M,Olympics,BR,Arnaud Di Pasquale,Roger Federer,7-6 6-7 6-3,Arnaud Di Pasquale,Roger Federer,79.0,95.0,1,71.0,85.0,4
20001127-M-Tour_Finals-SF-Marat_Safin-Andre_Agassi,20001127,M,Tour Finals,SF,Marat Safin,Andre Agassi,3-6 3-6,Andre Agassi,Marat Safin,53.0,97.0,1,58.0,89.0,3
20010123-M-Australian_Open-QF-Todd_Martin-Andre_Agassi,20010123,M,Australian Open,QF,Todd Martin,Andre Agassi,5-7 3-6 4-6,Andre Agassi,Todd Martin,65.0,86.0,5,68.0,100.0,0
20010124-W-Australian_Open-QF-Serena_Williams-Martina_Hingis,20010124,W,Australian Open,QF,Serena Williams,Martina Hingis,2-6 6-3 6-8,Martina Hingis,Serena Williams,56.0,94.0,3,63.0,92.0,3
20010508-M-Rome_Masters-R32-Roger_Federer-Marat_Safin,20010508,M,Rome Masters,R32,Roger Federer,Marat Safin,4-6 6-4 7-6,Roger Federer,Marat Safin,57.0,90.0,6,48.0,92.0,5
20010629-M-Wimbledon-R64-Carlos_Moya-Goran_Ivanisevic,20010629,M,Wimbledon,R64,Carlos Moya,Goran Ivanisevic,7-6 3-6 4-6 4-6,Goran Ivanisevic,Carlos Moya,58.0,89.0,6,59.0,82.0,9
20010906-M-US_Open-QF-Pete_Sampras-Andre_Agassi,20010906,M,US Open,QF,Pete Sampras,Andre Agassi,6-7 7-6 7-6 7-6,Pete Sampras,Andre Agassi,63.0,81.0,12,65.0,93.0,4
20010908-M-US_Open-SF-Pete_Sampras-Marat_Safin,20010908,M,US Open,SF,Pete Sampras,Marat Safin,6-3 7-6 6-3,Pete Sampras,Marat Safin,64.0,78.0,8,58.0,88.0,4
20010909-M-US_Open-F-Pete_Sampras-Lleyton_Hewitt,20010909,M,US Open,F,Pete Sampras,Lleyton Hewitt,6-7 1-6 1-6,Lleyton Hewitt,Pete Sampras,60.0,85.0,6,64.0,79.0,6
20010921-M-Davis_Cup_World_Group_PO-RR-Goran_Ivanisevic-Filippo_Volandri,20010921,M,Davis Cup World Group PO,RR,Goran Ivanisevic,Filippo Volandri,2-6 6-7 6-3 6-0 4-6,Filippo Volandri,Goran Ivanisevic,58.0,81.0,10,61.0,94.0,4
20011014-M-Vienna-F-Tommy_Haas-Guillermo_Canas,20011014,M,Vienna,F,Tommy Haas,Guillermo Canas,6-2 7-6 6-4,Tommy Haas,Guillermo Canas,68.0,94.0,2,70.0,100.0,0
20011214-M-St_Anton_EXH-RR-Roger_Federer-Markus_Hipfl,20011214,M,St Anton EXH,RR,Roger Federer,Markus Hipfl,2-6 7-6 0-0,Roger Federer,Markus Hipfl,61.0,96.0,1,66.0,88.0,3
20020113-M-Sydney-F-Roger_Federer-Juan_Ignacio_Chela,20020113,M,Sydney,F,Roger Federer,Juan Ignacio Chela,6-3 6-3,Roger Federer,Juan Ignacio Chela,60.0,100.0,0,62.0,78.0,4
20020126-W-Australian_Open-F-Martina_Hingis-Jennifer_Capriati,20020126,W,Australian Open,F,Martina Hingis,Jennifer Capriati,6-4 6-7 2-6,Jennifer Capriati,Martina Hingis,71.0,83.0,5,62.0,88.0,5
20020224-M-Memphis-F-James_Blake-Andy_Roddick,20020224,M,Memphis,F,James Blake,Andy Roddick,4-6 6-3 5-7,Andy Roddick,James Blake,55.0,93.0,3,70.0,96.0,1
20020518-M-Hamburg_Masters-SF-Max_Mirnyi-Roger_Federer,20020518,M,Hamburg Masters,SF,Max Mirnyi,Roger Federer,4-6 4-6,Roger Federer,Max Mirnyi,64.0,93.0,2,66.0,95.0,1
20020830-M-US_Open-R64-Marat_Safin-Gustavo_Kuerten,20020830,M,US Open,R64,Marat Safin,Gustavo Kuerten,4-6 4-6 5-7,Gustavo Kuerten,Marat Safin,59.0,98.0,1,57.0,93.0,3
20021107-W-WTA_Tour_Championships-R16-Jelena_Dokic-Anastasia_Myskina,20021107,W,WTA Tour Championships,R16,Jelena Dokic,Anastasia Myskina,6-3 6-4,Jelena Dokic,Anastasia Myskina,64.0,80.0,5,43.0,70.0,9
20030125-W-Australian_Open-F-Serena_Williams-Venus_Williams,20030125,W,Australian Open,F,Serena Williams,Venus Williams,7-6 3-6 6-4,Serena Williams,Venus Williams,59.0,89.0,5,57.0,88.0,6
20030216-M-Marseille-F-Jonas_Bjorkman-Roger_Federer,20030216,M,Marseille,F,Jonas Bjorkman,Roger Federer,2-6 6-7,Roger Federer,Jonas Bjorkman,74.0,90.0,2,65.0,91.0,2
20030414-M-Monte_Carlo_Masters-R64-Arnaud_Clement-Fernando_Gonzalez,20030414,M,Monte Carlo Masters,R64,Arnaud Clement,Fernando Gonzalez,6-4 6-3,Arnaud Clement,Fernando Gonzalez,65.0,86.0,3,54.0,74.0,7
20030504-M-Munich-F-Roger_Federer-Jarkko_Nieminen,20030504,M,Munich,F,Roger Federer,Jarkko Nieminen,6-1 6-4,Roger Federer,Jarkko Nieminen,58.0,95.0,1,78.0,100.0,0
20030505-M-Rome_Masters-R64-David_Ferrer-Andre_Agassi,20030505,M,Rome Masters,R64,David Ferrer,Andre Agassi,0-6 7-6 6-4,David Ferrer,Andre Agassi,59.0,89.0,5,67.0,89.0,3
20030627-M-Wimbledon-R32-Rafael_Nadal-Paradorn_Srichaphan,20030627,M,Wimbledon,R32,Rafael Nadal,Paradorn Srichaphan,4-6 4-6 2-6,Paradorn Srichaphan,Rafael Nadal,74.0,88.0,3,67.0,85.0,4
20030701-M-Wimbledon-SF-Mark_Philippoussis-Sebastien_Grosjean,20030701,M,Wimbledon,SF,Mark Philippoussis,Sebastien Grosjean,7-6 6-3 6-3,Mark Philippoussis,Sebastien Grosjean,58.0,91.0,3,51.0,95.0,2
20030713-M-Gstaad-F-Roger_Federer-Jiri_Novak,20030713,M,Gstaad,F,Roger Federer,Jiri Novak,7-5 3-6 3-6 6-1 3-6,Jiri Novak,Roger Federer,56.0,83.0,11,63.0,92.0,4
20030810-M-Canada_Masters-F-Andy_Roddick-David_Nalbandian,20030810,M,Canada Masters,F,Andy Roddick,David Nalbandian,6-1 6-3,Andy Roddick,David Nalbandian,62.0,94.0,1,53.0,95.0,1
20030906-W-US_Open-F-Kim_Clijsters-Justine_Henin,20030906,W,US Open,F,Kim Clijsters,Justine Henin,5-7 1-6,Justine Henin,Kim Clijsters,67.0,80.0,4,48.0,94.0,2
20031107-W-WTA_Tour_Championships-RR-Elena_Dementieva-Chanda_Rubin,20031107,W,WTA Tour Championships,RR,Elena Dementieva,Chanda Rubin,4-6 7-5 6-1,Elena Dementieva,Chanda Rubin,59.0,93.0,3,64.0,95.0,2
20031116-M-Masters_Cup-F-Roger_Federer-Andre_Agassi,20031116,M,Masters Cup,F,Roger Federer,Andre Agassi,6-3 6-0 6-4,Roger Federer,Andre Agassi,47.0,86.0,5,61.0,86.0,4
20040124-M-Australian_Open-R16-Andy_Roddick-Sjeng_Schalken,20040124,M,Australian Open,R16,Andy Roddick,Sjeng Schalken,6-1 6-2 6-3,Andy Roddick,Sjeng Schalken,65.0,96.0,1,80.0,77.0,3
20040130-M-Australian_Open-SF-Roger_Federer-Juan_Carlos_Ferrero,20040130,M,Australian Open,SF,Roger Federer,Juan Carlos Ferrero,6-4 6-1 6-4,Roger Federer,Juan Carlos Ferrero,72.0,96.0,1,58.0,100.0,0
20040528-M-Roland_Garros-R64-Felix_Mantilla-Marat_Safin,20040528,M,Roland Garros,R64,Felix Mantilla,Marat Safin,4-6 6-2 2-6 7-6 9-11,Marat Safin,Felix Mantilla,68.0,90.0,7,51.0,91.0,8
20040701-M-Wimbledon-QF-Andy_Roddick-Sjeng_Schalken,20040701,M,Wimbledon,QF,Andy Roddick,Sjeng Schalken,7-6 7-6 6-3,Andy Roddick,Sjeng Schalken,65.0,87.0,5,77.0,100.0,0
20040726-M-Canada_Masters-R32-Andy_Roddick-Feliciano_Lopez,20040726,M,Canada Masters,R32,Andy Roddick,Feliciano Lopez,6-3 7-6,Andy Roddick,Feliciano Lopez,77.0,100.0,0,60.0,96.0,1
20040731-M-Canada_Masters-SF-Roger_Federer-Thomas_Johansson,20040731,M,Canada Masters,SF,Roger Federer,Thomas Johansson,4-6 6-3 6-2,Roger Federer,Thomas Johansson,60.0,97.0,1,56.0,97.0,1
20040902-M-US_Open-R64-Rafael_Nadal-Andy_Roddick,20040902,M,US Open,R64,Rafael Nadal,Andy Roddick,0-6 3-6 4-6,Andy Roddick,Rafael Nadal,82.0,69.0,4,61.0,90.0,3
20041025-M-St_Petersburg-F-Karol_Beck-Mikhail_Youzhny,20041025,M,St Petersburg,F,Karol Beck,Mikhail Youzhny,2-6 2-6,Mikhail Youzhny,Karol Beck,51.0,90.0,3,74.0,100.0,0
20041101-M-Paris_Masters-QF-Lleyton_Hewitt-Marat_Safin,20041101,M,Paris Masters,QF,Lleyton Hewitt,Marat Safin,4-6 6-7,Marat Safin,Lleyton Hewitt,45.0,89.0,4,58.0,97.0,1
20050117-M-Australian_Open-R128-Roger_Federer-Fabrice_Santoro,20050117,M,Australian Open,R128,Roger Federer,Fabrice Santoro,6-1 6-1 6-2,Roger Federer,Fabrice Santoro,73.0,94.0,1,70.0,93.0,2
20050226-M-Acapulco-F-Rafael_Nadal-Albert_Montanes,20050226,M,Acapulco,F,Rafael Nadal,Albert Montanes,6-1 6-0,Rafael Nadal,Albert Montanes,78.0,75.0,2,67.0,92.0,1
20050314-M-Indian_Wells_Masters-R32-Fernando_Gonzalez-James_Blake,20050314,M,Indian Wells Masters,R32,Fernando Gonzalez,James Blake,6-4 0-6 6-3,Fernando Gonzalez,James Blake,47.0,75.0,15,58.0,88.0,4
20050515-W-Rome-F-Amelie_Mauresmo-Patty_Schnyder,20050515,W,Rome,F,Amelie Mauresmo,Patty Schnyder,2-6 6-3 6-4,Amelie Mauresmo,Patty Schnyder,74.0,100.0,0,67.0,100.0,0
20050612-M-Halle-F-Roger_Federer-Marat_Safin,20050612,M,Halle,F,Roger Federer,Marat Safin,6-4 6-7 6-4,Roger Federer,Marat Safin,61.0,97.0,1,68.0,100.0,0
20050621-M-Wimbledon-R128-George_Bastl-Andy_Murray,20050621,M,Wimbledon,R128,George Bastl,Andy Murray,4-6 2-6 2-6,Andy Murray,George Bastl,66.0,93.0,2,57.0,100.0,0
20050701-W-Wimbledon-SF-Amelie_Mauresmo-Lindsay_Davenport,20050701,W,Wimbledon,SF,Amelie Mauresmo,Lindsay Davenport,7-6 6-7 4-6,Lindsay Davenport,Amelie Mauresmo,63.0,87.0,6,60.0,82.0,7
20050908-M-US_Open-QF-Andre_Agassi-James_Blake,20050908,M,US Open,QF,Andre Agassi,James Blake,3-6 3-6 6-3 6-3 7-6,Andre Agassi,James Blake,65.0,95.0,3,59.0,92.0,5
20050908-W-US_Open-SF-Mary_Pierce-Elena_Dementieva,20050908,W,US Open,SF,Mary Pierce,Elena Dementieva,3-6 6-2 6-2,Mary Pierce,Elena Dementieva,67.0,89.0,3,65.0,78.0,6
20050910-M-US_Open-SF-Robby_Ginepri-Andre_Agassi,20050910,M,US Open,SF,Robby Ginepri,Andre Agassi,4-6 7-5 3-6 6-4 3-6,Andre Agassi,Robby Ginepri,64.0,95.0,3,57.0,95.0,3
20050910-M-US_Open-SF-Roger_Federer-Lleyton_Hewitt,20050910,M,US Open,SF,Roger Federer,Lleyton Hewitt,6-3 7-6 4-6 6-3,Roger Federer,Lleyton Hewitt,61.0,97.0,2,49.0,90.0,7
20050919-W-Fed_Cup_World_Group_F-RR-Mary_Pierce-Elena_Dementieva,20050919,W,Fed Cup World Group F,RR,Mary Pierce,Elena Dementieva,6-7 6-2 1-6,Elena Dementieva,Mary Pierce,65.0,94.0,2,69.0,77.0,7
20050927-M-Bangkok-R32-Marcos_Daniel-Roger_Federer,20050927,M,Bangkok,R32,Marcos Daniel,Roger Federer,6-7 4-6,Roger Federer,Marcos Daniel,64.0,88.0,4,69.0,95.0,1
20051002-M-Bangkok-F-Roger_Federer-Andy_Murray,20051002,M,Bangkok,F,Roger Federer,Andy Murray,6-3 7-5,Roger Federer,Andy Murray,54.0,94.0,2,45.0,93.0,3
20051009-M-Tokyo-F-Mario_Ancic-Wesley_Moodie,20051009,M,Tokyo,F,Mario Ancic,Wesley Moodie,6-1 6-7 4-6,Wesley Moodie,Mario Ancic,69.0,96.0,1,77.0,100.0,0
20051113-W-WTA_Championships-F-Amelie_Mauresmo-Mary_Pierce,20051113,W,WTA Championships,F,Amelie Mauresmo,Mary Pierce,5-7 7-6 6-4,Amelie Mauresmo,Mary Pierce,53.0,94.0,4,67.0,100.0,0
20051118-M-Masters_Cup-RR-Gaston_Gaudio-Fernando_Gonzalez,20051118,M,Masters Cup,RR,Gaston Gaudio,Fernando Gonzalez,1-6 7-5 7-5,Gaston Gaudio,Fernando Gonzalez,63.0,78.0,8,51.0,88.0,5
20051119-M-Masters_Cup-SF-Roger_Federer-Gaston_Gaudio,20051119,M,Masters Cup,SF,Roger Federer,Gaston Gaudio,6-0 6-0,Roger Federer,Gaston Gaudio,50.0,100.0,0,55.0,55.0,9
20051119-M-Tour_Finals-SF-Nikolay_Davydenko-David_Nalbandian,20051119,M,Tour Finals,SF,Nikolay Davydenko,David Nalbandian,0-6 5-7,David Nalbandian,Nikolay Davydenko,68.0,90.0,2,55.0,100.0,0
