match_id,date,gender,tournament,round,player_1,player_2,match_score,winner,loser,p1_fsp,p1_ssp,p1_df,p2_fsp,p2_ssp,p2_df
20041203-M-Davis_Cup_World_Group_F-RR-Andy_Roddick-Rafael_Nadal,20041203,M,Davis Cup World Group F,RR,Andy Roddick,Rafael Nadal,7-6 2-6 6-7 2-6,Rafael Nadal,Andy Roddick,56.0,89.0,8,80.0,89.0,3
20050503-M-Rome_Masters-R64-Guillermo_Coria-Fernando_Gonzalez,20050503,M,Rome Masters,R64,Guillermo Coria,Fernando Gonzalez,7-6 5-7 6-4,Guillermo Coria,Fernando Gonzalez,66.0,94.0,2,55.0,88.0,7
20050511-M-Hamburg_Masters-R32-Tomas_Berdych-Roger_Federer,20050511,M,Hamburg Masters,R32,Tomas Berdych,Roger Federer,2-6 1-6,Roger Federer,Tomas Berdych,55.0,89.0,2,63.0,100.0,0
20050601-M-Roland_Garros-SF-Roger_Federer-Rafael_Nadal,20050601,M,Roland Garros,SF,Roger Federer,Rafael Nadal,3-6 6-4 4-6 3-6,Rafael Nadal,Roger Federer,62.0,89.0,5,73.0,88.0,4
20050610-M-Queens_Club-QF-Lleyton_Hewitt-Ivo_Karlovic,20050610,M,Queens Club,QF,Lleyton Hewitt,Ivo Karlovic,6-7 3-6,Ivo Karlovic,Lleyton Hewitt,74.0,93.0,1,68.0,100.0,0
20050628-W-Wimbledon-QF-Venus_Williams-Mary_Pierce,20050628,W,Wimbledon,QF,Venus Williams,Mary Pierce,6-0 7-6,Venus Williams,Mary Pierce,84.0,90.0,1,59.0,83.0,5
20050813-M-Canada_Masters-SF-Paul_Henri_Mathieu-Rafael_Nadal,20050813,M,Canada Masters,SF,Paul Henri Mathieu,Rafael Nadal,4-6 5-7,Rafael Nadal,Paul Henri Mathieu,47.0,88.0,4,66.0,83.0,4
20050907-W-US_Open-QF-Mary_Pierce-Amelie_Mauresmo,20050907,W,US Open,QF,Mary Pierce,Amelie Mauresmo,6-4 6-1,Mary Pierce,Amelie Mauresmo,75.0,92.0,1,60.0,79.0,4
20050923-M-Davis_Cup_World_Group_PO-RR-Roger_Federer-Alan_Mackin,20050923,M,Davis Cup World Group PO,RR,Roger Federer,Alan Mackin,6-0 6-0 6-2,Roger Federer,Alan Mackin,64.0,90.0,2,55.0,87.0,4
20051022-M-Madrid_Masters-SF-Robby_Ginepri-Rafael_Nadal,20051022,M,Madrid Masters,SF,Robby Ginepri,Rafael Nadal,5-7 6-7,Rafael Nadal,Robby Ginepri,64.0,100.0,0,66.0,92.0,2
20051117-M-Masters_Cup-RR-Guillermo_Coria-Roger_Federer,20051117,M,Masters Cup,RR,Guillermo Coria,Roger Federer,0-6 6-1 2-6,Roger Federer,Guillermo Coria,64.0,68.0,8,72.0,94.0,1
20060123-M-Australian_Open-R16-Tommy_Haas-Roger_Federer,20060123,M,Australian Open,R16,Tommy Haas,Roger Federer,4-6 0-6 6-3 6-4 2-6,Roger Federer,Tommy Haas,64.0,100.0,0,58.0,98.0,1
20060124-M-Australian_Open-QF-Ivan_Ljubicic-Marcos_Baghdatis,20060124,M,Australian Open,QF,Ivan Ljubicic,Marcos Baghdatis,4-6 2-6 6-4 6-3 3-6,Marcos Baghdatis,Ivan Ljubicic,64.0,95.0,3,53.0,93.0,4
20060126-M-Australian_Open-SF-David_Nalbandian-Marcos_Baghdatis,20060126,M,Australian Open,SF,David Nalbandian,Marcos Baghdatis,6-3 7-5 3-6 4-6 4-6,Marcos Baghdatis,David Nalbandian,67.0,98.0,1,56.0,97.0,2
20060219-M-San_Jose-F-Lleyton_Hewitt-Andy_Murray,20060219,M,San Jose,F,Lleyton Hewitt,Andy Murray,6-2 1-6 6-7,Andy Murray,Lleyton Hewitt,45.0,83.0,11,55.0,87.0,5
20060302-M-Dubai-QF-Roger_Federer-Robin_Vik,20060302,M,Dubai,QF,Roger Federer,Robin Vik,6-3 6-2,Roger Federer,Robin Vik,71.0,94.0,1,61.0,88.0,2
20060325-M-Miami_Masters-SF-Roger_Federer-David_Ferrer,20060325,M,Miami Masters,SF,Roger Federer,David Ferrer,6-1 6-4,Roger Federer,David Ferrer,67.0,94.0,1,73.0,86.0,2
20060602-M-Roland_Garros-R32-Roger_Federer-Nicolas_Massu,20060602,M,Roland Garros,R32,Roger Federer,Nicolas Massu,6-1 6-2 6-7 7-5,Roger Federer,Nicolas Massu,63.0,93.0,3,71.0,89.0,4
20060607-M-Roland_Garros-QF-Roger_Federer-Mario_Ancic,20060607,M,Roland Garros,QF,Roger Federer,Mario Ancic,6-4 6-3 6-4,Roger Federer,Mario Ancic,67.0,100.0,0,66.0,97.0,1
20060624-W-Eastbourne-F-Anastasia_Myskina-Justine_Henin,20060624,W,Eastbourne,F,Anastasia Myskina,Justine Henin,6-4 1-6 6-7,Justine Henin,Anastasia Myskina,69.0,94.0,2,64.0,83.0,6
20060701-M-Wimbledon-R32-Andy_Roddick-Andy_Murray,20060701,M,Wimbledon,R32,Andy Roddick,Andy Murray,6-7 4-6 4-6,Andy Murray,Andy Roddick,69.0,91.0,3,52.0,98.0,1
20060701-M-Wimbledon-R32-Rafael_Nadal-Andre_Agassi,20060701,M,Wimbledon,R32,Rafael Nadal,Andre Agassi,7-6 6-2 6-4,Rafael Nadal,Andre Agassi,71.0,91.0,2,58.0,96.0,2
20060706-W-Wimbledon-SF-Justine_Henin-Kim_Clijsters,20060706,W,Wimbledon,SF,Justine Henin,Kim Clijsters,6-4 7-6,Justine Henin,Kim Clijsters,49.0,86.0,5,65.0,92.0,2
20060707-M-Wimbledon-SF-Jonas_Bjorkman-Roger_Federer,20060707,M,Wimbledon,SF,Jonas Bjorkman,Roger Federer,2-6 0-6 2-6,Roger Federer,Jonas Bjorkman,63.0,91.0,2,73.0,100.0,0
20060831-M-US_Open-R64-Marcos_Baghdatis-Andre_Agassi,20060831,M,US Open,R64,Marcos Baghdatis,Andre Agassi,4-6 4-6 6-3 7-5 5-7,Andre Agassi,Marcos Baghdatis,55.0,93.0,6,64.0,97.0,2
20060903-W-US_Open-R16-Justine_Henin-Shahar_Peer,20060903,W,US Open,R16,Justine Henin,Shahar Peer,6-1 6-0,Justine Henin,Shahar Peer,67.0,91.0,1,64.0,93.0,1
20060906-M-US_Open-QF-Tommy_Haas-Nikolay_Davydenko,20060906,M,US Open,QF,Tommy Haas,Nikolay Davydenko,6-4 7-6 3-6 4-6 4-6,Nikolay Davydenko,Tommy Haas,63.0,85.0,8,77.0,100.0,0
20060910-M-US_Open-F-Roger_Federer-Andy_Roddick,20060910,M,US Open,F,Roger Federer,Andy Roddick,6-2 4-6 7-5 6-1,Roger Federer,Andy Roddick,61.0,100.0,0,66.0,98.0,1
20061006-W-Stuttgart-QF-Tatiana_Golovin-Michaella_Krajicek,20061006,W,Stuttgart,QF,Tatiana Golovin,Michaella Krajicek,6-1 6-2,Tatiana Golovin,Michaella Krajicek,77.0,100.0,0,68.0,88.0,2
20061117-M-Masters_Cup-RR-Nikolay_Davydenko-Rafael_Nadal,20061117,M,Masters Cup,RR,Nikolay Davydenko,Rafael Nadal,7-5 4-6 4-6,Rafael Nadal,Nikolay Davydenko,61.0,94.0,2,66.0,92.0,3
20061203-M-Davis_Cup_World_Group_F-RR-Marat_Safin-Jose_Acasuso,20061203,M,Davis Cup World Group F,RR,Marat Safin,Jose Acasuso,6-3 3-6 6-3 7-6,Marat Safin,Jose Acasuso,66.0,100.0,0,52.0,98.0,1
20070119-M-Australian_Open-R32-Andy_Roddick-Marat_Safin,20070119,M,Australian Open,R32,Andy Roddick,Marat Safin,7-6 2-6 6-4 7-6,Andy Roddick,Marat Safin,69.0,95.0,2,68.0,95.0,2
20070304-M-Acapulco-F-Juan_Ignacio_Chela-Carlos_Moya,20070304,M,Acapulco,F,Juan Ignacio Chela,Carlos Moya,6-3 7-6,Juan Ignacio Chela,Carlos Moya,68.0,88.0,3,67.0,86.0,3
20070305-M-Indian_Wells-SF-Andy_Murray-Novak_Djokovic,20070305,M,Indian Wells,SF,Andy Murray,Novak Djokovic,2-6 3-6,Novak Djokovic,Andy Murray,52.0,100.0,0,57.0,100.0,0
20070511-M-Rome_Masters-QF-Novak_Djokovic-Rafael_Nadal,20070511,M,Rome Masters,QF,Novak Djokovic,Rafael Nadal,2-6 3-6,Rafael Nadal,Novak Djokovic,72.0,95.0,1,70.0,86.0,2
20070512-M-Rome_Masters-SF-Nikolay_Davydenko-Rafael_Nadal,20070512,M,Rome Masters,SF,Nikolay Davydenko,Rafael Nadal,6-7 7-6 4-6,Rafael Nadal,Nikolay Davydenko,75.0,84.0,5,67.0,92.0,3
20070516-M-Hamburg_Masters-R16-Nikolay_Davydenko-Lleyton_Hewitt,20070516,M,Hamburg Masters,R16,Nikolay Davydenko,Lleyton Hewitt,4-6 6-2 4-6,Lleyton Hewitt,Nikolay Davydenko,71.0,100.0,0,53.0,93.0,3
20070617-M-Queens_Club-F-Nicolas_Mahut-Andy_Roddick,20070617,M,Queens Club,F,Nicolas Mahut,Andy Roddick,6-4 6-7 6-7,Andy Roddick,Nicolas Mahut,60.0,100.0,0,68.0,100.0,0
20070818-M-Cincinnati_Masters-SF-James_Blake-Nikolay_Davydenko,20070818,M,Cincinnati Masters,SF,James Blake,Nikolay Davydenko,6-4 6-2,James Blake,Nikolay Davydenko,59.0,96.0,1,79.0,92.0,1
20070907-W-US_Open-SF-Venus_Williams-Justine_Henin,20070907,W,US Open,SF,Venus Williams,Justine Henin,6-7 4-6,Justine Henin,Venus Williams,59.0,88.0,4,59.0,86.0,4
20071115-M-Tour_Finals-RR-Novak_Djokovic-Rafael_Nadal,20071115,M,Tour Finals,RR,Novak Djokovic,Rafael Nadal,4-6 4-6,Rafael Nadal,Novak Djokovic,64.0,100.0,0,70.0,100.0,0
20080119-M-Australian_Open-R32-Roger_Federer-Janko_Tipsarevic,20080119,M,Australian Open,R32,Roger Federer,Janko Tipsarevic,6-7 7-6 5-7 6-1 10-8,Roger Federer,Janko Tipsarevic,67.0,98.0,1,55.0,97.0,3
20080120-M-Australian_Open-R16-Richard_Gasquet-Jo_Wilfried_Tsonga,20080120,M,Australian Open,R16,Richard Gasquet,Jo Wilfried Tsonga,2-6 7-6 6-7 3-6,Jo Wilfried Tsonga,Richard Gasquet,61.0,93.0,4,67.0,98.0,1
20080322-M-Indian_Wells_Masters-SF-Mardy_Fish-Roger_Federer,20080322,M,Indian Wells Masters,SF,Mardy Fish,Roger Federer,6-3 6-2,Mardy Fish,Roger Federer,34.0,97.0,1,53.0,100.0,0
20080419-M-Monte_Carlo_Masters-SF-Roger_Federer-Novak_Djokovic,20080419,M,Monte Carlo Masters,SF,Roger Federer,Novak Djokovic,6-3 3-2,Roger Federer,Novak Djokovic,50.0,100.0,0,60.0,88.0,3
20080606-M-Roland_Garros-SF-Novak_Djokovic-Rafael_Nadal,20080606,M,Roland Garros,SF,Novak Djokovic,Rafael Nadal,4-6 2-6 6-7,Rafael Nadal,Novak Djokovic,54.0,98.0,1,72.0,100.0,0
20080627-M-Wimbledon-R64-Novak_Djokovic-Marat_Safin,20080627,M,Wimbledon,R64,Novak Djokovic,Marat Safin,4-6 6-7 2-6,Marat Safin,Novak Djokovic,64.0,71.0,10,57.0,93.0,3
20080630-M-Wimbledon-R16-Stan_Wawrinka-Marat_Safin,20080630,M,Wimbledon,R16,Stan Wawrinka,Marat Safin,4-6 3-6 7-5 1-6,Marat Safin,Stan Wawrinka,54.0,85.0,8,48.0,92.0,5
20080704-M-Wimbledon-SF-Rainer_Schuettler-Rafael_Nadal,20080704,M,Wimbledon,SF,Rainer Schuettler,Rafael Nadal,1-6 6-7 4-6,Rafael Nadal,Rainer Schuettler,65.0,100.0,0,80.0,93.0,1
20080905-M-US_Open-SF-Rafael_Nadal-Andy_Murray,20080905,M,US Open,SF,Rafael Nadal,Andy Murray,2-6 6-7 6-4 4-6,Andy Murray,Rafael Nadal,72.0,96.0,2,65.0,92.0,3
20080928-M-Bangkok-F-Jo_Wilfried_Tsonga-Novak_Djokovic,20080928,M,Bangkok,F,Jo Wilfried Tsonga,Novak Djokovic,7-6 6-4,Jo Wilfried Tsonga,Novak Djokovic,61.0,100.0,0,63.0,96.0,1
20081102-M-Paris_Masters-F-Jo_Wilfried_Tsonga-David_Nalbandian,20081102,M,Paris Masters,F,Jo Wilfried Tsonga,David Nalbandian,6-3 4-6 6-4,Jo Wilfried Tsonga,David Nalbandian,65.0,97.0,1,61.0,88.0,4
20081116-M-Tour_Finals-F-Novak_Djokovic-Nikolay_Davydenko,20081116,M,Tour Finals,F,Novak Djokovic,Nikolay Davydenko,6-1 7-5,Novak Djokovic,Nikolay Davydenko,62.0,86.0,3,47.0,97.0,1
20090109-M-Doha-SF-Roger_Federer-Andy_Murray,20090109,M,Doha,SF,Roger Federer,Andy Murray,7-6 2-6 2-6,Andy Murray,Roger Federer,65.0,88.0,4,64.0,97.0,1
20090606-W-Roland_Garros-F-Svetlana_Kuznetsova-Dinara_Safina,20090606,W,Roland Garros,F,Svetlana Kuznetsova,Dinara Safina,6-4 6-2,Svetlana Kuznetsova,Dinara Safina,78.0,92.0,1,61.0,63.0,7
20090630-W-Wimbledon-QF-Dinara_Safina-Sabine_Lisicki,20090630,W,Wimbledon,QF,Dinara Safina,Sabine Lisicki,6-7 6-4 6-1,Dinara Safina,Sabine Lisicki,62.0,63.0,15,57.0,87.0,6
20090701-M-Wimbledon-QF-Andy_Roddick-Lleyton_Hewitt,20090701,M,Wimbledon,QF,Andy Roddick,Lleyton Hewitt,6-3 6-7 7-6 4-6 6-4,Andy Roddick,Lleyton Hewitt,74.0,91.0,4,60.0,88.0,9
20090816-M-Cincinnati_Masters-F-Roger_Federer-Novak_Djokovic,20090816,M,Cincinnati Masters,F,Roger Federer,Novak Djokovic,6-1 7-5,Roger Federer,Novak Djokovic,57.0,100.0,0,67.0,96.0,1
20090831-M-US_Open-R128-Andy_Roddick-Bjorn_Phau,20090831,M,US Open,R128,Andy Roddick,Bjorn Phau,6-1 6-4 6-2,Andy Roddick,Bjorn Phau,81.0,92.0,1,54.0,100.0,0
20090901-M-US_Open-R128-Roger_Federer-Devin_Britton,20090901,M,US Open,R128,Roger Federer,Devin Britton,6-1 6-3 7-5,Roger Federer,Devin Britton,65.0,88.0,3,57.0,79.0,9
20090907-W-US_Open-R16-Svetlana_Kuznetsova-Caroline_Wozniacki,20090907,W,US Open,R16,Svetlana Kuznetsova,Caroline Wozniacki,6-2 6-7 6-7,Caroline Wozniacki,Svetlana Kuznetsova,64.0,95.0,2,65.0,94.0,2
20091016-M-Shanghai_Masters-QF-Radek_Stepanek-Nikolay_Davydenko,20091016,M,Shanghai Masters,QF,Radek Stepanek,Nikolay Davydenko,1-6 6-4 1-6,Nikolay Davydenko,Radek Stepanek,53.0,95.0,2,69.0,93.0,2
20100111-W-Sydney-F-Serena_Williams-Elena_Dementieva,20100111,W,Sydney,F,Serena Williams,Elena Dementieva,3-6 2-6,Elena Dementieva,Serena Williams,58.0,93.0,2,59.0,76.0,5
20100227-M-Dubai-F-Novak_Djokovic-Mikhail_Youzhny,20100227,M,Dubai,F,Novak Djokovic,Mikhail Youzhny,7-5 5-7 6-3,Novak Djokovic,Mikhail Youzhny,51.0,77.0,12,66.0,95.0,2
20100501-M-Rome_Masters-SF-Ernests_Gulbis-Rafael_Nadal,20100501,M,Rome Masters,SF,Ernests Gulbis,Rafael Nadal,4-6 6-3 4-6,Rafael Nadal,Ernests Gulbis,76.0,92.0,2,78.0,95.0,1
20100601-M-Roland_Garros-R16-Stan_Wawrinka-Roger_Federer,20100601,M,Roland Garros,R16,Stan Wawrinka,Roger Federer,3-6 6-7 2-6,Roger Federer,Stan Wawrinka,56.0,89.0,4,65.0,100.0,0
20100630-M-Wimbledon-QF-Roger_Federer-Tomas_Berdych,20100630,M,Wimbledon,QF,Roger Federer,Tomas Berdych,4-6 6-3 1-6 4-6,Tomas Berdych,Roger Federer,68.0,97.0,1,59.0,90.0,5
20100725-M-Hamburg-F-Andrey_Golubev-Jurgen_Melzer,20100725,M,Hamburg,F,Andrey Golubev,Jurgen Melzer,6-3 7-5,Andrey Golubev,Jurgen Melzer,59.0,90.0,3,66.0,100.0,0
20100807-M-Washington-F-Marcos_Baghdatis-David_Nalbandian,20100807,M,Washington,F,Marcos Baghdatis,David Nalbandian,2-6 6-7,David Nalbandian,Marcos Baghdatis,40.0,93.0,3,49.0,85.0,7
20100813-M-Canada_Masters-QF-Roger_Federer-Tomas_Berdych,20100813,M,Canada Masters,QF,Roger Federer,Tomas Berdych,6-3 5-7 7-6,Roger Federer,Tomas Berdych,60.0,95.0,2,55.0,96.0,2
20100815-M-Canada_Masters-F-Roger_Federer-Andy_Murray,20100815,M,Canada Masters,F,Roger Federer,Andy Murray,5-7 5-7,Andy Murray,Roger Federer,63.0,96.0,1,54.0,83.0,5
20100908-M-US_Open-QF-Novak_Djokovic-Gael_Monfils,20100908,M,US Open,QF,Novak Djokovic,Gael Monfils,7-6 6-1 6-2,Novak Djokovic,Gael Monfils,74.0,85.0,4,56.0,88.0,6
20100911-M-US_Open-SF-Rafael_Nadal-Mikhail_Youzhny,20100911,M,US Open,SF,Rafael Nadal,Mikhail Youzhny,6-2 6-3 6-4,Rafael Nadal,Mikhail Youzhny,65.0,96.0,1,59.0,85.0,5
20101107-M-Basel-F-Novak_Djokovic-Roger_Federer,20101107,M,Basel,F,Novak Djokovic,Roger Federer,4-6 6-3 1-6,Roger Federer,Novak Djokovic,68.0,92.0,2,58.0,91.0,3
20101128-M-Tour_Finals-F-Roger_Federer-Rafael_Nadal,20101128,M,Tour Finals,F,Roger Federer,Rafael Nadal,6-3 3-6 6-1,Roger Federer,Rafael Nadal,61.0,96.0,1,77.0,93.0,1
20110112-W-Hobart-R16-Alicia_Molik-Sara_Errani,20110112,W,Hobart,R16,Alicia Molik,Sara Errani,1-6 0-6,Sara Errani,Alicia Molik,59.0,94.0,1,76.0,100.0,0
20110113-W-Sydney-QF-Kim_Clijsters-Victoria_Azarenka,20110113,W,Sydney,QF,Kim Clijsters,Victoria Azarenka,6-3 6-2,Kim Clijsters,Victoria Azarenka,64.0,73.0,7,75.0,81.0,3
20110114-W-Sydney-F-Kim_Clijsters-Na_Li,20110114,W,Sydney,F,Kim Clijsters,Na Li,6-7 3-6,Na Li,Kim Clijsters,71.0,68.0,7,59.0,87.0,4
20110126-M-Australian_Open-QF-David_Ferrer-Rafael_Nadal,20110126,M,Australian Open,QF,David Ferrer,Rafael Nadal,6-4 6-2 6-3,David Ferrer,Rafael Nadal,68.0,91.0,2,66.0,97.0,1
20110128-M-Australian_Open-SF-David_Ferrer-Andy_Murray,20110128,M,Australian Open,SF,David Ferrer,Andy Murray,6-4 6-7 1-6 6-7,Andy Murray,David Ferrer,68.0,96.0,2,60.0,95.0,3
20110130-M-Australian_Open-F-Novak_Djokovic-Andy_Murray,20110130,M,Australian Open,F,Novak Djokovic,Andy Murray,6-4 6-2 6-3,Novak Djokovic,Andy Murray,69.0,100.0,0,53.0,92.0,4
20110221-M-Dubai-F-Roger_Federer-Novak_Djokovic,20110221,M,Dubai,F,Roger Federer,Novak Djokovic,3-6 3-6,Novak Djokovic,Roger Federer,60.0,96.0,1,67.0,100.0,0
20110225-W-Doha-SF-Caroline_Wozniacki-Marion_Bartoli,20110225,W,Doha,SF,Caroline Wozniacki,Marion Bartoli,6-1 6-1,Caroline Wozniacki,Marion Bartoli,62.0,100.0,0,64.0,94.0,1
20110316-M-Indian_Wells_Masters-QF-Roger_Federer-Stan_Wawrinka,20110316,M,Indian Wells Masters,QF,Roger Federer,Stan Wawrinka,6-3 6-4,Roger Federer,Stan Wawrinka,54.0,92.0,2,62.0,95.0,1
20110319-M-Indian_Wells_Masters-SF-Roger_Federer-Novak_Djokovic,20110319,M,Indian Wells Masters,SF,Roger Federer,Novak Djokovic,3-6 6-3 2-6,Novak Djokovic,Roger Federer,56.0,95.0,2,67.0,86.0,4
20110513-M-Rome_Masters-SF-Novak_Djokovic-Andy_Murray,20110513,M,Rome Masters,SF,Novak Djokovic,Andy Murray,6-1 3-6 7-6,Novak Djokovic,Andy Murray,68.0,94.0,2,63.0,89.0,4
20110604-W-Roland_Garros-F-Francesca_Schiavone-Na_Li,20110604,W,Roland Garros,F,Francesca Schiavone,Na Li,4-6 6-7,Na Li,Francesca Schiavone,65.0,100.0,0,77.0,94.0,1
20110605-M-Roland_Garros-F-Roger_Federer-Rafael_Nadal,20110605,M,Roland Garros,F,Roger Federer,Rafael Nadal,5-7 6-7 7-5 1-6,Rafael Nadal,Roger Federer,63.0,98.0,1,72.0,93.0,3
20110701-M-Wimbledon-SF-Novak_Djokovic-Jo_Wilfried_Tsonga,20110701,M,Wimbledon,SF,Novak Djokovic,Jo Wilfried Tsonga,7-6 6-2 6-7 6-3,Novak Djokovic,Jo Wilfried Tsonga,66.0,98.0,1,68.0,88.0,5
20110702-W-Wimbledon-F-Petra_Kvitova-Maria_Sharapova,20110702,W,Wimbledon,F,Petra Kvitova,Maria Sharapova,6-3 6-4,Petra Kvitova,Maria Sharapova,66.0,82.0,4,76.0,60.0,6
20110818-M-Cincinnati_Masters-R16-James_Blake-Roger_Federer,20110818,M,Cincinnati Masters,R16,James Blake,Roger Federer,4-6 1-6,Roger Federer,James Blake,66.0,75.0,5,56.0,94.0,1
20110820-M-Cincinnati_Masters-SF-Novak_Djokovic-Tomas_Berdych,20110820,M,Cincinnati Masters,SF,Novak Djokovic,Tomas Berdych,7-5,Novak Djokovic,Tomas Berdych,67.0,70.0,3,60.0,88.0,2
20110903-M-US_Open-R32-Roger_Federer-Marin_Cilic,20110903,M,US Open,R32,Roger Federer,Marin Cilic,6-3 4-6 6-4 6-2,Roger Federer,Marin Cilic,58.0,93.0,3,49.0,92.0,5
20110918-M-Davis_Cup_World_Group_SF-RR-Jo_Wilfried_Tsonga-Rafael_Nadal,20110918,M,Davis Cup World Group SF,RR,Jo Wilfried Tsonga,Rafael Nadal,0-6 2-6 4-6,Rafael Nadal,Jo Wilfried Tsonga,63.0,86.0,5,65.0,100.0,0
20111112-M-Paris_Masters-SF-John_Isner-Jo_Wilfried_Tsonga,20111112,M,Paris Masters,SF,John Isner,Jo Wilfried Tsonga,6-3 6-7 6-7,Jo Wilfried Tsonga,John Isner,68.0,95.0,2,57.0,90.0,5
20111123-M-Tour_Finals-RR-Tomas_Berdych-Janko_Tipsarevic,20111123,M,Tour Finals,RR,Tomas Berdych,Janko Tipsarevic,2-6 6-3 7-6,Tomas Berdych,Janko Tipsarevic,45.0,100.0,0,49.0,95.0,2
20120219-M-Rotterdam-F-Roger_Federer-Juan_Martin_Del_Potro,20120219,M,Rotterdam,F,Roger Federer,Juan Martin Del Potro,6-1 6-4,Roger Federer,Juan Martin Del Potro,54.0,91.0,3,63.0,94.0,1
20120221-M-Buenos_Aires-R32-Nicolas_Almagro-Potito_Starace,20120221,M,Buenos Aires,R32,Nicolas Almagro,Potito Starace,4-6 6-3 7-6,Nicolas Almagro,Potito Starace,72.0,100.0,0,77.0,95.0,1
20120315-W-Indian_Wells-QF-Ana_Ivanovic-Marion_Bartoli,20120315,W,Indian Wells,QF,Ana Ivanovic,Marion Bartoli,6-3 6-4,Ana Ivanovic,Marion Bartoli,53.0,93.0,2,65.0,76.0,4
20120520-W-Rome-F-Na_Li-Maria_Sharapova,20120520,W,Rome,F,Na Li,Maria Sharapova,6-4 4-6 6-7,Maria Sharapova,Na Li,67.0,86.0,5,59.0,77.0,10
20120607-W-Roland_Garros-SF-Samantha_Stosur-Sara_Errani,20120607,W,Roland Garros,SF,Samantha Stosur,Sara Errani,5-7 6-1 3-6,Sara Errani,Samantha Stosur,71.0,89.0,3,86.0,85.0,2
20120628-M-Wimbledon-R64-Lukas_Rosol-Rafael_Nadal,20120628,M,Wimbledon,R64,Lukas Rosol,Rafael Nadal,6-7 6-4 6-4 2-6 6-4,Lukas Rosol,Rafael Nadal,67.0,93.0,3,68.0,96.0,2
20120730-W-Olympics-R64-Serena_Williams-Jelena_Jankovic,20120730,W,Olympics,R64,Serena Williams,Jelena Jankovic,6-3 6-1,Serena Williams,Jelena Jankovic,76.0,100.0,0,69.0,88.0,2
20120802-M-Olympics-QF-Novak_Djokovic-Jo_Wilfried_Tsonga,20120802,M,Olympics,QF,Novak Djokovic,Jo Wilfried Tsonga,6-1 7-5,Novak Djokovic,Jo Wilfried Tsonga,75.0,100.0,0,65.0,100.0,0
20120805-M-Washington-F-Tommy_Haas-Alexandr_Dolgopolov,20120805,M,Washington,F,Tommy Haas,Alexandr Dolgopolov,7-6 4-6 1-6,Alexandr Dolgopolov,Tommy Haas,65.0,69.0,11,53.0,100.0,0
20120812-M-Canada_Masters-F-Novak_Djokovic-Richard_Gasquet,20120812,M,Canada Masters,F,Novak Djokovic,Richard Gasquet,6-3 6-2,Novak Djokovic,Richard Gasquet,65.0,100.0,0,60.0,94.0,1
20120905-M-US_Open-QF-Tomas_Berdych-Roger_Federer,20120905,M,US Open,QF,Tomas Berdych,Roger Federer,7-6 6-4 3-6 6-3,Tomas Berdych,Roger Federer,59.0,93.0,3,63.0,93.0,3
20120909-M-US_Open-F-Novak_Djokovic-Andy_Murray,20120909,M,US Open,F,Novak Djokovic,Andy Murray,6-7 5-7 6-2 6-3 2-6,Andy Murray,Novak Djokovic,65.0,91.0,5,65.0,92.0,4
20120923-M-Metz-F-Jo_Wilfried_Tsonga-Andreas_Seppi,20120923,M,Metz,F,Jo Wilfried Tsonga,Andreas Seppi,6-1 6-2,Jo Wilfried Tsonga,Andreas Seppi,67.0,92.0,1,57.0,87.0,2
20121011-M-Shanghai_Masters-R16-Alexandr_Dolgopolov-Andy_Murray,20121011,M,Shanghai Masters,R16,Alexandr Dolgopolov,Andy Murray,2-6 2-6,Andy Murray,Alexandr Dolgopolov,52.0,83.0,4,70.0,100.0,0
20121012-M-Shanghai_Masters-SF-Roger_Federer-Andy_Murray,20121012,M,Shanghai Masters,SF,Roger Federer,Andy Murray,4-6 4-6,Andy Murray,Roger Federer,59.0,85.0,5,53.0,89.0,3
20121013-M-Shanghai_Masters-SF-Novak_Djokovic-Tomas_Berdych,20121013,M,Shanghai Masters,SF,Novak Djokovic,Tomas Berdych,6-3 6-4,Novak Djokovic,Tomas Berdych,75.0,79.0,3,56.0,96.0,1
20121021-M-Stockholm-F-Tomas_Berdych-Jo_Wilfried_Tsonga,20121021,M,Stockholm,F,Tomas Berdych,Jo Wilfried Tsonga,4-6 6-4 6-4,Tomas Berdych,Jo Wilfried Tsonga,59.0,98.0,1,59.0,95.0,2
20121027-W-WTA_Championships-SF-Victoria_Azarenka-Maria_Sharapova,20121027,W,WTA Championships,SF,Victoria Azarenka,Maria Sharapova,4-6 2-6,Maria Sharapova,Victoria Azarenka,59.0,91.0,2,72.0,79.0,4
20121102-M-Paris_Masters-QF-David_Ferrer-Jo_Wilfried_Tsonga,20121102,M,Paris Masters,QF,David Ferrer,Jo Wilfried Tsonga,6-2 7-5,David Ferrer,Jo Wilfried Tsonga,55.0,88.0,3,68.0,100.0,0
20121103-W-Fed_Cup_World_Group_F-RR-Jelena_Jankovic-Lucie_Safarova,20121103,W,Fed Cup World Group F,RR,Jelena Jankovic,Lucie Safarova,1-6 1-6,Lucie Safarova,Jelena Jankovic,63.0,95.0,1,71.0,100.0,0
20121110-M-Tour_Finals-RR-David_Ferrer-Janko_Tipsarevic,20121110,M,Tour Finals,RR,David Ferrer,Janko Tipsarevic,4-6 6-3 6-1,David Ferrer,Janko Tipsarevic,52.0,92.0,3,51.0,88.0,5
