h2h_win_ratio_diff,h2h_recent_momentum,recent_form_diff,win_rate_diff,serve_rating_diff,bp_conv_pctg_diff,dom_ratio_diff,fatigue_diff,match_volume_14d_diff,win_rate_hard_diff,target,match_id,date,player_id,opponent_id,win_rate_clay_diff,win_rate_grass_diff
0.0,0.0,0.0,0.30000000000000004,0.7064999999999999,-0.08461538461538459,1.1780000000000002,0.0,0.0,0.30000000000000004,1.0,136,2025-02-03,2,39,,
0.0,0.0,0.0,0.0,0.0022399999999997977,-0.026923076923076827,0.31600000000000006,0.0,0.0,0.0,1.0,135,2025-02-03,2,6,,
0.0,0.0,0.0,0.16666666666666669,0.07640000000000013,0.3212669683257919,0.5916666666666667,-0.2,-2.0,0.16666666666666669,1.0,345,2025-02-03,5,36,,
0.0,0.0,0.16666666666666663,0.0,0.6472749999999999,0.0,0.7224999999999999,0.3,3.0,,1.0,2848,2025-02-03,101,441,0.16666666666666663,
0.0,0.0,0.16666666666666663,0.0,0.6472749999999999,0.0,0.7224999999999999,0.3,3.0,,1.0,2847,2025-02-03,101,307,0.16666666666666663,
0.0,0.0,0.16666666666666663,0.0,0.6472749999999999,0.0,0.7224999999999999,0.3,3.0,,1.0,2846,2025-02-03,101,333,0.16666666666666663,
0.0,0.0,0.16666666666666663,0.0,0.6472749999999999,0.0,0.7224999999999999,0.3,3.0,,1.0,2845,2025-02-03,101,185,0.16666666666666663,
0.0,0.0,0.5,0.25,0.61785,-0.2,0.42500000000000004,0.2,2.0,0.25,1.0,686,2025-02-03,10,143,,
0.0,0.0,0.16666666666666663,0.0,0.7495499999999999,-0.13157894736842107,1.0274999999999999,0.3,3.0,0.0,0.0,1431,2025-02-03,23,39,,
0.0,0.0,0.16666666666666663,0.0,0.7495499999999999,-0.13157894736842107,1.0274999999999999,0.3,3.0,0.0,1.0,1432,2025-02-03,23,47,,
0.0,0.0,0.16666666666666663,0.0,0.7495499999999999,-0.13157894736842107,1.0274999999999999,0.3,3.0,0.0,1.0,1433,2025-02-03,23,104,,
0.0,0.0,1.0,0.4166666666666667,0.03506666666666669,-0.08653846153846156,0.31999999999999995,0.0,0.0,0.4166666666666667,0.0,1464,2025-02-03,24,68,,
