h2h_win_ratio_diff,h2h_recent_momentum,recent_form_diff,win_rate_diff,serve_rating_diff,bp_conv_pctg_diff,dom_ratio_diff,fatigue_diff,match_volume_14d_diff,win_rate_hard_diff,target,match_id,date,player_id,opponent_id,win_rate_clay_diff,win_rate_grass_diff
0.0,0.0,0.0,0.07894736842105265,0.7032263157894735,-0.09615384615384615,0.8836842105263158,0.4,4.0,,0.0,2375,2025-04-14,44,175,0.0,
0.0,0.0,-0.5,-0.11538461538461536,0.6247230769230769,-0.09999999999999998,0.5115384615384615,0.1,1.0,,1.0,1748,2025-04-14,30,107,-0.5,
0.0,0.0,-0.5,-0.11538461538461536,0.6247230769230769,-0.09999999999999998,0.5115384615384615,0.1,1.0,,1.0,1749,2025-04-14,30,105,-0.5,
0.0,0.0,0.16666666666666663,0.02941176470588236,0.605270588235294,-0.10666666666666669,0.4988235294117648,0.3,3.0,,0.0,1884,2025-04-14,34,78,-0.07142857142857145,
0.0,0.0,0.09999999999999998,0.13636363636363635,0.6864136363636364,-0.11224489795918363,0.4904545454545456,0.5,5.0,,1.0,1937,2025-04-14,35,59,0.09999999999999998,
0.0,0.0,-0.5,0.1875,0.66815625,-0.05769230769230771,0.6187499999999999,0.1,1.0,,0.0,2121,2025-04-14,38,416,-0.5,
0.1,1.0,0.5,0.16666666666666663,0.6400733333333333,-0.05752212389380529,0.6093333333333335,0.7,7.0,,0.0,2260,2025-04-14,42,433,0.5,
0.0,0.0,0.0,-0.25,0.6245916666666667,-0.18333333333333335,0.37,0.2,2.0,,0.0,2013,2025-04-14,36,102,0.0,
0.0,0.0,0.0,-0.25,0.6245916666666667,-0.18333333333333335,0.37,0.2,2.0,,0.0,2014,2025-04-14,36,95,0.0,
0.0,0.0,0.0,-0.25,0.6245916666666667,-0.18333333333333335,0.37,0.2,2.0,,1.0,2015,2025-04-14,36,300,0.0,
0.0,0.0,0.25,0.20833333333333337,0.6953166666666667,-0.0357142857142857,0.9762500000000003,0.4,4.0,,1.0,403,2025-04-14,6,58,0.25,
