Player,Match,first_serve_pctg,second_serve_pctg,double_faults,win
Andrey Rublev,20200907-M-US_Open-R16-Andrey_Rublev-Matteo_Berrettini,59.0,91.7,4,True
Matteo Berrettini,20200907-M-US_Open-R16-Andrey_Rublev-Matteo_Berrettini,55.5,93.9,3,False
Felix Auger Aliassime,20200907-M-US_Open-R16-Felix_Auger_Aliassime-Dominic_Thiem,60.2,94.3,2,False
Dominic Thiem,20200907-M-US_Open-R16-Felix_Auger_Aliassime-Dominic_Thiem,66.2,92.6,2,True
Vasek Pospisil,20200907-M-US_Open-R16-Vasek_Pospisil-Alex_De_Minaur,60.9,88.4,5,False
Alex De Minaur,20200907-M-US_Open-R16-Vasek_Pospisil-Alex_De_Minaur,64.7,93.3,2,True
Borna Coric,20200908-M-US_Open-QF-Borna_Coric-Alexander_Zverev,72.4,94.3,2,False
Alexander Zverev,20200908-M-US_Open-QF-Borna_Coric-Alexander_Zverev,70.2,71.4,12,True
Denis Shapovalov,20200908-M-US_Open-QF-Denis_Shapovalov-Pablo_Carreno_Busta,60.9,83.3,11,False
Pablo Carreno Busta,20200908-M-US_Open-QF-Denis_Shapovalov-Pablo_Carreno_Busta,70.8,97.6,1,True
Andrey Rublev,20200909-M-US_Open-QF-Andrey_Rublev-Daniil_Medvedev,53.0,97.9,1,False
Daniil Medvedev,20200909-M-US_Open-QF-Andrey_Rublev-Daniil_Medvedev,60.8,92.1,3,True
Dominic Thiem,20200911-M-US_Open-SF-Dominic_Thiem-Daniil_Medvedev,58.8,93.6,3,True
Daniil Medvedev,20200911-M-US_Open-SF-Dominic_Thiem-Daniil_Medvedev,59.3,92.0,4,False
Dominic Thiem,20200913-M-US_Open-F-Dominic_Thiem-Alexander_Zverev,61.8,87.3,8,True
Alexander Zverev,20200913-M-US_Open-F-Dominic_Thiem-Alexander_Zverev,64.3,73.2,15,False
Stefanos Tsitsipas,20200916-M-Rome_Masters-R32-Stefanos_Tsitsipas-Jannik_Sinner,59.4,85.4,6,False
Jannik Sinner,20200916-M-Rome_Masters-R32-Stefanos_Tsitsipas-Jannik_Sinner,67.9,96.2,1,True
Hubert Hurkacz,20200917-M-Rome_Masters-R32-Hubert_Hurkacz-Andrey_Rublev,60.7,97.1,1,True
Andrey Rublev,20200917-M-Rome_Masters-R32-Hubert_Hurkacz-Andrey_Rublev,59.8,97.0,1,False
Diego Schwartzman,20200920-M-Rome_Masters-SF-Diego_Schwartzman-Denis_Shapovalov,69.0,94.3,2,True
Denis Shapovalov,20200920-M-Rome_Masters-SF-Diego_Schwartzman-Denis_Shapovalov,54.5,84.3,8,False
Novak Djokovic,20200920-M-Rome_Masters-SF-Novak_Djokovic-Casper_Ruud,67.1,96.2,1,True
Casper Ruud,20200920-M-Rome_Masters-SF-Novak_Djokovic-Casper_Ruud,70.2,96.0,1,False
Carlos Alcaraz,20200921-M-Roland_Garros-Q1-Carlos_Alcaraz-Aleksandar_Vukic,60.0,90.0,4,False
Aleksandar Vukic,20200921-M-Roland_Garros-Q1-Carlos_Alcaraz-Aleksandar_Vukic,60.8,97.5,1,True
Roberto Bautista Agut,20200922-M-Hamburg-R32-Roberto_Bautista_Agut-Nikoloz_Basilashvili,71.0,88.9,2,True
Nikoloz Basilashvili,20200922-M-Hamburg-R32-Roberto_Bautista_Agut-Nikoloz_Basilashvili,66.7,88.2,2,False
Prajnesh Gunneswaran,20200923-M-Roland_Garros-Q2-Prajnesh_Gunneswaran-Aleksandar_Vukic,64.6,91.3,2,False
Aleksandar Vukic,20200923-M-Roland_Garros-Q2-Prajnesh_Gunneswaran-Aleksandar_Vukic,71.1,100.0,0,True
Aleksandar Vukic,20200924-M-Roland_Garros-Q3-Aleksandar_Vukic-Jason_Jung,52.9,100.0,0,True
Jason Jung,20200924-M-Roland_Garros-Q3-Aleksandar_Vukic-Jason_Jung,64.8,88.0,3,False
Elliot Benchetrit,20200927-M-Roland_Garros-R128-Elliot_Benchetrit-John_Isner,53.8,86.1,5,False
John Isner,20200927-M-Roland_Garros-R128-Elliot_Benchetrit-John_Isner,67.1,95.8,1,True
Marco Cecchinato,20200927-M-Roland_Garros-R128-Marco_Cecchinato-Alex_De_Minaur,78.4,92.0,2,True
Alex De Minaur,20200927-M-Roland_Garros-R128-Marco_Cecchinato-Alex_De_Minaur,59.8,90.6,5,False
Andy Murray,20200928-M-Roland_Garros-R128-Andy_Murray-Stan_Wawrinka,36.8,93.8,3,False
Stan Wawrinka,20200928-M-Roland_Garros-R128-Andy_Murray-Stan_Wawrinka,47.7,97.1,1,True
Daniil Medvedev,20200928-M-Roland_Garros-R128-Daniil_Medvedev-Marton_Fucsovics,60.0,91.3,4,False
Marton Fucsovics,20200928-M-Roland_Garros-R128-Daniil_Medvedev-Marton_Fucsovics,55.0,89.8,6,True
Gael Monfils,20200928-M-Roland_Garros-R128-Gael_Monfils-Alexander_Bublik,68.6,75.5,12,False
Alexander Bublik,20200928-M-Roland_Garros-R128-Gael_Monfils-Alexander_Bublik,52.2,89.1,6,True
Reilly Opelka,20200928-M-Roland_Garros-R128-Reilly_Opelka-Jack_Sock,66.1,89.2,4,False
Jack Sock,20200928-M-Roland_Garros-R128-Reilly_Opelka-Jack_Sock,62.8,86.2,4,True
Jannik Sinner,20201004-M-Roland_Garros-R16-Jannik_Sinner-Alexander_Zverev,56.6,90.3,6,True
Alexander Zverev,20201004-M-Roland_Garros-R16-Jannik_Sinner-Alexander_Zverev,66.7,88.9,4,False
Dominic Thiem,20201006-M-Roland_Garros-QF-Dominic_Thiem-Diego_Schwartzman,59.4,96.1,3,False
Diego Schwartzman,20201006-M-Roland_Garros-QF-Dominic_Thiem-Diego_Schwartzman,65.6,92.3,5,True
Novak Djokovic,20201009-M-Roland_Garros-SF-Novak_Djokovic-Stefanos_Tsitsipas,66.7,88.2,6,True
Stefanos Tsitsipas,20201009-M-Roland_Garros-SF-Novak_Djokovic-Stefanos_Tsitsipas,67.3,90.9,5,False
Vasek Pospisil,20201013-M-St_Petersburg-R32-Vasek_Pospisil-Andrey_Rublev,59.4,84.6,4,False
Andrey Rublev,20201013-M-St_Petersburg-R32-Vasek_Pospisil-Andrey_Rublev,54.5,92.0,2,True
Hubert Hurkacz,20201014-M-Cologne-R16-Hubert_Hurkacz-Mischa_Zverev,55.1,87.1,4,True
Mischa Zverev,20201014-M-Cologne-R16-Hubert_Hurkacz-Mischa_Zverev,48.2,82.8,5,False
Reilly Opelka,20201015-M-St_Petersburg-R16-Reilly_Opelka-Daniil_Medvedev,67.7,93.8,2,True
Daniil Medvedev,20201015-M-St_Petersburg-R16-Reilly_Opelka-Daniil_Medvedev,62.0,92.6,2,False
Alejandro Davidovich Fokina,20201016-M-Cologne-QF-Alejandro_Davidovich_Fokina-Dennis_Novak,70.9,87.0,3,True
Dennis Novak,20201016-M-Cologne-QF-Alejandro_Davidovich_Fokina-Dennis_Novak,57.3,92.1,3,False
Hubert Hurkacz,20201016-M-Cologne-QF-Hubert_Hurkacz-Roberto_Bautista_Agut,60.2,91.5,4,False
Roberto Bautista Agut,20201016-M-Cologne-QF-Hubert_Hurkacz-Roberto_Bautista_Agut,61.6,90.7,4,True
Prajnesh Gunneswaran,20201024-M-Ismaning_CH-SF-Prajnesh_Gunneswaran-Botic_Van_De_Zandschulp,65.3,84.6,4,False
Botic Van De Zandschulp,20201024-M-Ismaning_CH-SF-Prajnesh_Gunneswaran-Botic_Van_De_Zandschulp,67.8,94.7,1,True
Botic Van De Zandschulp,20201025-M-Ismaning_CH-F-Botic_Van_De_Zandschulp-Marc_Andrea_Huesler,64.7,81.0,8,False
Marc Andrea Huesler,20201025-M-Ismaning_CH-F-Botic_Van_De_Zandschulp-Marc_Andrea_Huesler,66.1,92.3,3,True
Hubert Hurkacz,20201027-M-Vienna-R32-Hubert_Hurkacz-Attila_Balazs,55.7,77.8,6,True
Attila Balazs,20201027-M-Vienna-R32-Hubert_Hurkacz-Attila_Balazs,54.8,89.3,3,False
Dominic Thiem,20201029-M-Vienna-R16-Dominic_Thiem-Cristian_Garin,65.2,93.8,1,True
Cristian Garin,20201029-M-Vienna-R16-Dominic_Thiem-Cristian_Garin,51.1,87.0,3,False
Hubert Hurkacz,20201029-M-Vienna-R16-Hubert_Hurkacz-Lorenzo_Sonego,57.8,88.6,4,False
Lorenzo Sonego,20201029-M-Vienna-R16-Hubert_Hurkacz-Lorenzo_Sonego,58.9,86.7,4,True
Lorenzo Sonego,20201101-M-Vienna-F-Lorenzo_Sonego-Andrey_Rublev,62.3,100.0,0,False
Andrey Rublev,20201101-M-Vienna-F-Lorenzo_Sonego-Andrey_Rublev,58.0,100.0,0,True
Diego Schwartzman,20201106-M-Paris_Masters-QF-Diego_Schwartzman-Daniil_Medvedev,62.5,100.0,0,False
Daniil Medvedev,20201106-M-Paris_Masters-QF-Diego_Schwartzman-Daniil_Medvedev,80.5,75.0,2,True
Rafael Nadal,20201107-M-Paris_Masters-SF-Rafael_Nadal-Alexander_Zverev,67.6,100.0,0,False
Alexander Zverev,20201107-M-Paris_Masters-SF-Rafael_Nadal-Alexander_Zverev,71.7,94.1,1,True
Alexander Zverev,20201108-M-Paris_Masters-F-Alexander_Zverev-Daniil_Medvedev,74.5,88.5,3,False
Daniil Medvedev,20201108-M-Paris_Masters-F-Alexander_Zverev-Daniil_Medvedev,57.8,94.3,2,True
Vasek Pospisil,20201114-M-Sofia-F-Vasek_Pospisil-Jannik_Sinner,63.3,91.7,3,False
Jannik Sinner,20201114-M-Sofia-F-Vasek_Pospisil-Jannik_Sinner,65.2,84.4,5,True
Rafael Nadal,20201115-M-Tour_Finals-RR-Rafael_Nadal-Andrey_Rublev,72.2,100.0,0,True
Andrey Rublev,20201115-M-Tour_Finals-RR-Rafael_Nadal-Andrey_Rublev,62.1,95.5,1,False
Dominic Thiem,20201119-M-Tour_Finals-RR-Dominic_Thiem-Andrey_Rublev,71.4,85.0,3,False
Andrey Rublev,20201119-M-Tour_Finals-RR-Dominic_Thiem-Andrey_Rublev,67.3,100.0,0,True
Novak Djokovic,20201121-M-Tour_Finals-SF-Novak_Djokovic-Dominic_Thiem,64.9,100.0,0,False
Dominic Thiem,20201121-M-Tour_Finals-SF-Novak_Djokovic-Dominic_Thiem,65.0,88.1,5,True
Brandon Nakashima,20201122-M-Orlando_CH-F-Brandon_Nakashima-Prajnesh_Gunneswaran,64.8,96.0,1,True
Prajnesh Gunneswaran,20201122-M-Orlando_CH-F-Brandon_Nakashima-Prajnesh_Gunneswaran,71.7,100.0,0,False
Daniel Elahi Galan,20201129-M-Lima_CH-F-Daniel_Elahi_Galan-Thiago_Agustin_Tirante,58.1,97.2,1,True
Thiago Agustin Tirante,20201129-M-Lima_CH-F-Daniel_Elahi_Galan-Thiago_Agustin_Tirante,62.5,96.3,1,False
Roberto Carballes Baena,20201206-M-Campinas_CH-F-Roberto_Carballes_Baena-Francisco_Cerundolo,59.3,91.4,3,False
Francisco Cerundolo,20201206-M-Campinas_CH-F-Roberto_Carballes_Baena-Francisco_Cerundolo,58.0,100.0,0,True
Daniel Elahi Galan,20210110-M-Delray_Beach-R16-Daniel_Elahi_Galan-Hubert_Hurkacz,58.8,95.2,1,False
Hubert Hurkacz,20210110-M-Delray_Beach-R16-Daniel_Elahi_Galan-Hubert_Hurkacz,60.5,100.0,0,True
Hubert Hurkacz,20210111-M-Delray_Beach-QF-Hubert_Hurkacz-Roberto_Quiroz,72.2,93.3,1,True
Roberto Quiroz,20210111-M-Delray_Beach-QF-Hubert_Hurkacz-Roberto_Quiroz,63.2,96.0,1,False
Alex De Minaur,20210113-M-Antalya-F-Alex_De_Minaur-Alexander_Bublik,77.8,100.0,0,True
Alexander Bublik,20210113-M-Antalya-F-Alex_De_Minaur-Alexander_Bublik,50.0,66.7,1,False
Andrey Rublev,20210202-M-ATP_Cup-RR-Andrey_Rublev-Guido_Pella,62.7,89.5,2,True
Guido Pella,20210202-M-ATP_Cup-RR-Andrey_Rublev-Guido_Pella,62.2,82.4,3,False
Tristan Schoolkate,20210202-M-Great_Ocean_Road_Open-R64-Tristan_Schoolkate-Botic_Van_De_Zandschulp,58.2,71.4,8,False
Botic Van De Zandschulp,20210202-M-Great_Ocean_Road_Open-R64-Tristan_Schoolkate-Botic_Van_De_Zandschulp,63.9,80.8,5,True
Andrey Rublev,20210203-M-ATP_Cup-RR-Andrey_Rublev-Yoshihito_Nishioka,42.9,90.6,3,True
Yoshihito Nishioka,20210203-M-ATP_Cup-RR-Andrey_Rublev-Yoshihito_Nishioka,59.1,88.9,2,False
Reilly Opelka,20210204-M-Great_Ocean_Road_Open-R16-Reilly_Opelka-Botic_Van_De_Zandschulp,74.0,85.0,3,False
Botic Van De Zandschulp,20210204-M-Great_Ocean_Road_Open-R16-Reilly_Opelka-Botic_Van_De_Zandschulp,68.9,87.0,3,True
Nicolas Mahut,20210205-M-ATP_Cup-RR-Nicolas_Mahut-Dennis_Novak,67.2,95.2,1,True
Dennis Novak,20210205-M-ATP_Cup-RR-Nicolas_Mahut-Dennis_Novak,65.7,91.3,2,False
Karen Khachanov,20210205-M-Great_Ocean_Road_Open-QF-Karen_Khachanov-Botic_Van_De_Zandschulp,74.8,75.0,7,True
Botic Van De Zandschulp,20210205-M-Great_Ocean_Road_Open-QF-Karen_Khachanov-Botic_Van_De_Zandschulp,62.3,87.5,5,False
Andrey Rublev,20210206-M-ATP_Cup-SF-Andrey_Rublev-Jan_Lennard_Struff,60.6,89.3,3,True
Jan Lennard Struff,20210206-M-ATP_Cup-SF-Andrey_Rublev-Jan_Lennard_Struff,60.0,85.7,4,False
Egor Gerasimov,20210208-M-Australian_Open-R128-Egor_Gerasimov-Benoit_Paire,60.6,92.1,5,True
Benoit Paire,20210208-M-Australian_Open-R128-Egor_Gerasimov-Benoit_Paire,53.9,67.1,23,False
Elias Ymer,20210208-M-Australian_Open-R128-Elias_Ymer-Diego_Schwartzman,58.3,87.5,6,False
Diego Schwartzman,20210208-M-Australian_Open-R128-Elias_Ymer-Diego_Schwartzman,67.4,90.5,4,True
Jannik Sinner,20210208-M-Australian_Open-R128-Jannik_Sinner-Denis_Shapovalov,69.7,90.9,4,False
Denis Shapovalov,20210208-M-Australian_Open-R128-Jannik_Sinner-Denis_Shapovalov,63.1,84.5,9,True
Carlos Alcaraz,20210209-M-Australian_Open-R128-Carlos_Alcaraz-Botic_Van_De_Zandschulp,57.1,97.2,1,True
Botic Van De Zandschulp,20210209-M-Australian_Open-R128-Carlos_Alcaraz-Botic_Van_De_Zandschulp,54.4,85.4,6,False
Feliciano Lopez,20210209-M-Australian_Open-R128-Feliciano_Lopez-Li_Tu,47.7,83.8,11,True
Li Tu,20210209-M-Australian_Open-R128-Feliciano_Lopez-Li_Tu,58.5,92.6,4,False
Hubert Hurkacz,20210209-M-Australian_Open-R128-Hubert_Hurkacz-Mikael_Ymer,70.4,92.5,3,False
Mikael Ymer,20210209-M-Australian_Open-R128-Hubert_Hurkacz-Mikael_Ymer,75.0,80.4,9,True
Robin Haase,20210209-M-Australian_Open-R128-Robin_Haase-Filip_Krajinovic,60.4,92.9,3,False
Filip Krajinovic,20210209-M-Australian_Open-R128-Robin_Haase-Filip_Krajinovic,66.1,94.7,2,True
Vasek Pospisil,20210209-M-Australian_Open-R128-Vasek_Pospisil-Daniil_Medvedev,57.7,90.9,3,False
Daniil Medvedev,20210209-M-Australian_Open-R128-Vasek_Pospisil-Daniil_Medvedev,67.6,91.7,2,True
Stan Wawrinka,20210210-M-Australian_Open-R64-Stan_Wawrinka-Marton_Fucsovics,58.2,97.2,2,False
Marton Fucsovics,20210210-M-Australian_Open-R64-Stan_Wawrinka-Marton_Fucsovics,56.7,91.4,5,True
Daniil Medvedev,20210211-M-Australian_Open-R64-Daniil_Medvedev-Roberto_Carballes_Baena,64.5,88.9,3,True
Roberto Carballes Baena,20210211-M-Australian_Open-R64-Daniil_Medvedev-Roberto_Carballes_Baena,54.2,90.9,3,False
Lorenzo Sonego,20210211-M-Australian_Open-R64-Lorenzo_Sonego-Feliciano_Lopez,73.8,91.9,3,False
Feliciano Lopez,20210211-M-Australian_Open-R64-Lorenzo_Sonego-Feliciano_Lopez,59.7,93.5,4,True
Stefanos Tsitsipas,20210211-M-Australian_Open-R64-Stefanos_Tsitsipas-Thanasi_Kokkinakis,63.3,83.3,9,True
Thanasi Kokkinakis,20210211-M-Australian_Open-R64-Stefanos_Tsitsipas-Thanasi_Kokkinakis,62.8,89.6,8,False
Andrey Rublev,20210212-M-Australian_Open-R32-Andrey_Rublev-Feliciano_Lopez,50.6,92.5,3,True
Feliciano Lopez,20210212-M-Australian_Open-R32-Andrey_Rublev-Feliciano_Lopez,56.4,79.4,7,False
Dominic Thiem,20210212-M-Australian_Open-R32-Dominic_Thiem-Nick_Kyrgios,63.5,98.0,1,True
Nick Kyrgios,20210212-M-Australian_Open-R32-Dominic_Thiem-Nick_Kyrgios,71.8,95.2,2,False
Novak Djokovic,20210212-M-Australian_Open-R32-Novak_Djokovic-Taylor_Fritz,66.0,90.7,5,True
Taylor Fritz,20210212-M-Australian_Open-R32-Novak_Djokovic-Taylor_Fritz,64.1,98.2,1,False
Karen Khachanov,20210213-M-Australian_Open-R32-Karen_Khachanov-Matteo_Berrettini,63.1,93.3,3,False
Matteo Berrettini,20210213-M-Australian_Open-R32-Karen_Khachanov-Matteo_Berrettini,62.3,97.8,1,True
Grigor Dimitrov,20210215-M-Australian_Open-QF-Grigor_Dimitrov-Aslan_Karatsev,65.3,79.4,7,False
Aslan Karatsev,20210215-M-Australian_Open-QF-Grigor_Dimitrov-Aslan_Karatsev,55.2,87.2,6,True
Rafael Nadal,20210217-M-Australian_Open-QF-Rafael_Nadal-Stefanos_Tsitsipas,68.2,95.8,2,False
Stefanos Tsitsipas,20210217-M-Australian_Open-QF-Rafael_Nadal-Stefanos_Tsitsipas,61.8,100.0,0,True
Stefanos Tsitsipas,20210219-M-Australian_Open-SF-Stefanos_Tsitsipas-Daniil_Medvedev,69.3,90.3,3,False
Daniil Medvedev,20210219-M-Australian_Open-SF-Stefanos_Tsitsipas-Daniil_Medvedev,68.3,92.3,2,True
Novak Djokovic,20210221-M-Australian_Open-F-Novak_Djokovic-Daniil_Medvedev,66.7,92.3,2,True
Daniil Medvedev,20210221-M-Australian_Open-F-Novak_Djokovic-Daniil_Medvedev,63.6,85.7,4,False
Federico Coria,20210224-M-Cordoba-R16-Federico_Coria-Francisco_Cerundolo,61.5,96.7,1,True
Francisco Cerundolo,20210224-M-Cordoba-R16-Federico_Coria-Francisco_Cerundolo,57.7,93.3,2,False
Hubert Hurkacz,20210225-M-Montpellier-R16-Hubert_Hurkacz-Alejandro_Davidovich_Fokina,65.3,84.0,4,False
Alejandro Davidovich Fokina,20210225-M-Montpellier-R16-Hubert_Hurkacz-Alejandro_Davidovich_Fokina,73.1,100.0,0,True
Alexei Popyrin,20210228-M-Singapore-F-Alexei_Popyrin-Alexander_Bublik,67.3,94.1,1,True
Alexander Bublik,20210228-M-Singapore-F-Alexei_Popyrin-Alexander_Bublik,65.2,84.4,5,False
Andy Murray,20210301-M-Rotterdam-R32-Andy_Murray-Robin_Haase,65.7,94.1,2,True
Robin Haase,20210301-M-Rotterdam-R32-Andy_Murray-Robin_Haase,62.1,88.9,4,False
Felix Auger Aliassime,20210301-M-Rotterdam-R32-Felix_Auger_Aliassime-Kei_Nishikori,55.6,95.8,1,False
Kei Nishikori,20210301-M-Rotterdam-R32-Felix_Auger_Aliassime-Kei_Nishikori,75.4,93.8,1,True
John Millman,20210302-M-Rotterdam-R16-John_Millman-Alex_De_Minaur,45.0,97.0,1,False
Alex De Minaur,20210302-M-Rotterdam-R16-John_Millman-Alex_De_Minaur,62.8,100.0,0,True
Hubert Hurkacz,20210302-M-Rotterdam-R32-Hubert_Hurkacz-Adrian_Mannarino,63.0,93.3,2,True
Adrian Mannarino,20210302-M-Rotterdam-R32-Hubert_Hurkacz-Adrian_Mannarino,64.9,100.0,0,False
Stan Wawrinka,20210302-M-Rotterdam-R32-Stan_Wawrinka-Karen_Khachanov,52.1,88.2,4,False
Karen Khachanov,20210302-M-Rotterdam-R32-Stan_Wawrinka-Karen_Khachanov,64.1,95.7,1,True
Andy Murray,20210303-M-Rotterdam-R16-Andy_Murray-Andrey_Rublev,56.1,88.0,3,False
Andrey Rublev,20210303-M-Rotterdam-R16-Andy_Murray-Andrey_Rublev,53.3,100.0,0,True
Alexander Bublik,20210303-M-Rotterdam-R32-Alexander_Bublik-Alexander_Zverev,54.0,82.8,5,True
Alexander Zverev,20210303-M-Rotterdam-R32-Alexander_Bublik-Alexander_Zverev,63.8,100.0,0,False
Marton Fucsovics,20210304-M-Rotterdam-R16-Marton_Fucsovics-Alejandro_Davidovich_Fokina,53.0,93.5,2,True
Alejandro Davidovich Fokina,20210304-M-Rotterdam-R16-Marton_Fucsovics-Alejandro_Davidovich_Fokina,65.5,94.7,1,False
Stefanos Tsitsipas,20210304-M-Rotterdam-R16-Stefanos_Tsitsipas-Hubert_Hurkacz,65.9,100.0,0,True
Hubert Hurkacz,20210304-M-Rotterdam-R16-Stefanos_Tsitsipas-Hubert_Hurkacz,57.9,85.0,6,False
Borna Coric,20210305-M-Rotterdam-QF-Borna_Coric-Kei_Nishikori,64.1,85.7,4,True
Kei Nishikori,20210305-M-Rotterdam-QF-Borna_Coric-Kei_Nishikori,61.9,90.6,3,False
Andrey Rublev,20210307-M-Rotterdam-F-Andrey_Rublev-Marton_Fucsovics,74.3,94.7,1,True
Marton Fucsovics,20210307-M-Rotterdam-F-Andrey_Rublev-Marton_Fucsovics,56.8,94.7,2,False
Roger Federer,20210310-M-Doha-R16-Roger_Federer-Daniel_Evans,67.6,100.0,0,True
Daniel Evans,20210310-M-Doha-R16-Roger_Federer-Daniel_Evans,63.4,93.3,3,False
Roberto Bautista Agut,20210312-M-Doha-SF-Roberto_Bautista_Agut-Andrey_Rublev,77.8,100.0,0,True
Andrey Rublev,20210312-M-Doha-SF-Roberto_Bautista_Agut-Andrey_Rublev,66.7,94.4,1,False
Marco Cecchinato,20210315-M-Dubai-R64-Marco_Cecchinato-Richard_Gasquet,65.6,95.5,1,False
Richard Gasquet,20210315-M-Dubai-R64-Marco_Cecchinato-Richard_Gasquet,60.4,84.2,3,True
Denis Shapovalov,20210316-M-Dubai-R32-Denis_Shapovalov-Jan_Lennard_Struff,57.8,84.2,3,True
Jan Lennard Struff,20210316-M-Dubai-R32-Denis_Shapovalov-Jan_Lennard_Struff,64.4,81.2,3,False
Hubert Hurkacz,20210316-M-Dubai-R32-Hubert_Hurkacz-Richard_Gasquet,69.4,100.0,0,True
Richard Gasquet,20210316-M-Dubai-R32-Hubert_Hurkacz-Richard_Gasquet,57.9,95.8,1,False
Casper Ruud,20210317-M-Acapulco-R32-Casper_Ruud-Daniel_Elahi_Galan,52.1,87.0,3,True
Daniel Elahi Galan,20210317-M-Acapulco-R32-Casper_Ruud-Daniel_Elahi_Galan,57.4,100.0,0,False
Stefanos Tsitsipas,20210317-M-Acapulco-R32-Stefanos_Tsitsipas-Benoit_Paire,64.0,88.9,2,True
Benoit Paire,20210317-M-Acapulco-R32-Stefanos_Tsitsipas-Benoit_Paire,49.2,71.0,9,False
Hubert Hurkacz,20210317-M-Dubai-R16-Hubert_Hurkacz-Denis_Shapovalov,77.3,93.3,1,False
Denis Shapovalov,20210317-M-Dubai-R16-Hubert_Hurkacz-Denis_Shapovalov,63.3,88.9,2,True
Taylor Fritz,20210317-M-Dubai-R16-Taylor_Fritz-Andrey_Rublev,43.3,88.2,4,False
Andrey Rublev,20210317-M-Dubai-R16-Taylor_Fritz-Andrey_Rublev,57.7,86.4,3,True
Grigor Dimitrov,20210318-M-Acapulco-R16-Grigor_Dimitrov-Miomir_Kecmanovic,54.1,92.9,2,True
Miomir Kecmanovic,20210318-M-Acapulco-R16-Grigor_Dimitrov-Miomir_Kecmanovic,48.1,89.3,3,False
Stefanos Tsitsipas,20210318-M-Acapulco-R16-Stefanos_Tsitsipas-John_Isner,61.0,93.8,1,True
John Isner,20210318-M-Acapulco-R16-Stefanos_Tsitsipas-John_Isner,65.3,88.2,2,False
Lorenzo Musetti,20210319-M-Acapulco-QF-Lorenzo_Musetti-Grigor_Dimitrov,58.1,93.5,2,True
Grigor Dimitrov,20210319-M-Acapulco-QF-Lorenzo_Musetti-Grigor_Dimitrov,62.1,83.3,6,False
Stefanos Tsitsipas,20210320-M-Acapulco-F-Stefanos_Tsitsipas-Alexander_Zverev,64.6,86.2,4,False
Alexander Zverev,20210320-M-Acapulco-F-Stefanos_Tsitsipas-Alexander_Zverev,60.5,75.0,8,True
Stefanos Tsitsipas,20210320-M-Acapulco-SF-Stefanos_Tsitsipas-Lorenzo_Musetti,51.0,95.8,1,True
Lorenzo Musetti,20210320-M-Acapulco-SF-Stefanos_Tsitsipas-Lorenzo_Musetti,69.6,100.0,0,False
Karen Khachanov,20210322-M-Miami_Masters-R64-Karen_Khachanov-Yannick_Hanfmann,63.8,94.1,1,True
Yannick Hanfmann,20210322-M-Miami_Masters-R64-Karen_Khachanov-Yannick_Hanfmann,54.7,95.8,1,False
Carlos Alcaraz,20210324-M-Miami_Masters-R128-Carlos_Alcaraz-Emil_Ruusuvuori,63.9,86.7,4,False
Emil Ruusuvuori,20210324-M-Miami_Masters-R128-Carlos_Alcaraz-Emil_Ruusuvuori,69.1,86.2,4,True
Alexei Popyrin,20210326-M-Miami_Masters-R64-Alexei_Popyrin-Reilly_Opelka,66.7,94.4,1,True
Reilly Opelka,20210326-M-Miami_Masters-R64-Alexei_Popyrin-Reilly_Opelka,59.6,85.7,3,False
Aslan Karatsev,20210327-M-Miami_Masters-R64-Aslan_Karatsev-Mikhail_Kukushkin,48.2,93.1,2,True
Mikhail Kukushkin,20210327-M-Miami_Masters-R64-Aslan_Karatsev-Mikhail_Kukushkin,68.1,93.3,1,False
Hubert Hurkacz,20210327-M-Miami_Masters-R64-Hubert_Hurkacz-Denis_Kudla,62.7,84.0,4,True
Denis Kudla,20210327-M-Miami_Masters-R64-Hubert_Hurkacz-Denis_Kudla,54.2,93.9,2,False
Milos Raonic,20210327-M-Miami_Masters-R64-Milos_Raonic-Jordan_Thompson,62.2,85.7,2,True
Jordan Thompson,20210327-M-Miami_Masters-R64-Milos_Raonic-Jordan_Thompson,63.8,100.0,0,False
Gregoire Barrere,20210328-M-Lille_CH-F-Gregoire_Barrere-Zizou_Bergs,66.0,93.9,2,False
Zizou Bergs,20210328-M-Lille_CH-F-Gregoire_Barrere-Zizou_Bergs,75.6,89.5,2,True
Andrey Rublev,20210328-M-Miami_Masters-R64-Andrey_Rublev-Tennys_Sandgren,66.7,92.9,1,True
Tennys Sandgren,20210328-M-Miami_Masters-R64-Andrey_Rublev-Tennys_Sandgren,54.5,92.0,2,False
Hubert Hurkacz,20210329-M-Miami_Masters-R32-Hubert_Hurkacz-Denis_Shapovalov,68.1,95.5,1,True
Denis Shapovalov,20210329-M-Miami_Masters-R32-Hubert_Hurkacz-Denis_Shapovalov,72.1,94.1,1,False
Marin Cilic,20210329-M-Miami_Masters-R32-Marin_Cilic-Lorenzo_Musetti,49.1,92.9,2,True
Lorenzo Musetti,20210329-M-Miami_Masters-R32-Marin_Cilic-Lorenzo_Musetti,72.5,92.9,1,False
Marton Fucsovics,20210329-M-Miami_Masters-R32-Marton_Fucsovics-Andrey_Rublev,75.6,90.9,1,False
Andrey Rublev,20210329-M-Miami_Masters-R32-Marton_Fucsovics-Andrey_Rublev,65.0,92.9,1,True
Hubert Hurkacz,20210330-M-Miami_Masters-R16-Hubert_Hurkacz-Milos_Raonic,67.0,87.9,4,True
