match,tournament,round,date,completed,log_reg_prob,rf_prob,ens_prob,log_reg_ml_p1,log_reg_ml_p2,rf_ml_p1,rf_ml_p2,ens_ml_p1,ens_ml_p2,log_reg_dec_p1,log_reg_dec_p2,rf_dec_p1,rf_dec_p2,ens_dec_p1,ens_dec_p2
1,Paris Masters,R32,2025-10-27,True,0.7402055902500309,0.28,0.32602055902500315,-285,285,257,-257,207,-207,1.351,3.8492,3.5714,1.3889,3.0673,1.4837
2,Tokyo,F,2025-09-24,True,0.6222586599678769,0.86,0.8362258659967877,-165,165,-614,614,-511,511,1.607,2.6473,1.1628,7.1429,1.1958,6.106
3,Tokyo,SF,2025-09-24,True,0.6372473029105454,0.84,0.8197247302910545,-176,176,-525,525,-455,455,1.5692,2.7567,1.1905,6.25,1.2199,5.5471
4,Tokyo,QF,2025-09-24,True,0.6780902700065428,0.82,0.8058090270006543,-211,211,-456,456,-415,415,1.4747,3.1065,1.2195,5.5556,1.241,5.1496
5,Tokyo,R16,2025-09-24,True,0.7030439702283442,0.86,0.8443043970228344,-237,237,-614,614,-542,542,1.4224,3.3675,1.1628,7.1429,1.1844,6.4228
6,Tokyo,R32,2025-09-24,True,0.7428834373625519,0.89,0.8752883437362552,-289,289,-809,809,-702,702,1.3461,3.8893,1.1236,9.0909,1.1425,8.0185
7,Laver Cup,RR,2025-09-19,True,0.6821167852675227,0.33,0.3652116785267523,-215,215,203,-203,174,-174,1.466,3.1458,3.0303,1.4925,2.7381,1.5753
8,Laver Cup,RR,2025-09-19,True,0.7116596984420624,0.94,0.9171659698442062,-247,247,-1567,1567,-1107,1107,1.4052,3.4681,1.0638,16.6667,1.0903,12.0723
25197,US Open,F,2025-08-25,True,0.6550384458951581,0.7230809595202399,0.7162767081577318,-190,190,-261,261,-252,252,1.5266,2.8989,1.383,3.6112,1.3961,3.5246
25198,US Open,SF,2025-08-25,True,0.7355605505605507,0.94,0.9195560550560551,-278,278,-1567,1567,-1143,1143,1.3595,3.7816,1.0638,16.6667,1.0875,12.431
25199,US Open,QF,2025-08-25,True,0.6788554858518092,0.94,0.9138855485851809,-211,211,-1567,1567,-1061,1061,1.4731,3.1139,1.0638,16.6667,1.0942,11.6125
25200,US Open,R16,2025-08-25,True,0.6822067317378011,0.96,0.9322206731737801,-215,215,-2400,2400,-1375,1375,1.4658,3.1467,1.0417,25.0,1.0727,14.7538
25201,US Open,R32,2025-08-25,True,0.7218495092375992,0.89,0.8731849509237599,-260,260,-809,809,-689,689,1.3853,3.5952,1.1236,9.0909,1.1452,7.8855
25202,US Open,R64,2025-08-25,True,0.7310056678093909,0.85,0.8381005667809391,-272,272,-567,567,-518,518,1.368,3.7176,1.1765,6.6667,1.1932,6.1767
25203,US Open,R128,2025-08-25,True,0.7030439702283442,0.76,0.7543043970228345,-237,237,-317,317,-307,307,1.4224,3.3675,1.3158,4.1667,1.3257,4.0701
25204,Cincinnati Masters,F,2025-08-07,True,0.6862217623692792,0.52,0.536622176236928,-219,219,-108,108,-116,116,1.4573,3.187,1.9231,2.0833,1.8635,2.1581
25205,Cincinnati Masters,SF,2025-08-07,True,0.7052390921795638,0.91,0.8895239092179564,-239,239,-1011,1011,-805,805,1.418,3.3926,1.0989,11.1111,1.1242,9.0517
25206,Cincinnati Masters,QF,2025-08-07,True,0.6601711201257012,0.98,0.9480171120125701,-194,194,-4900,4900,-1824,1824,1.5148,2.9427,1.0204,50.0,1.0548,19.2371
25207,Cincinnati Masters,R16,2025-08-07,True,0.7205343038413905,0.93,0.9090534303841391,-258,258,-1329,1329,-1000,1000,1.3879,3.5783,1.0753,14.2857,1.1,10.9955
25208,Cincinnati Masters,R32,2025-08-07,True,0.6987540293999419,0.87,0.8528754029399942,-232,232,-669,669,-580,580,1.4311,3.3195,1.1494,7.6923,1.1725,6.797
25209,Cincinnati Masters,R64,2025-08-07,True,0.7156962139306341,0.93,0.9085696213930635,-252,252,-1329,1329,-994,994,1.3972,3.5174,1.0753,14.2857,1.1006,10.9373
25210,Wimbledon,F,2025-06-30,True,0.5942476417621405,0.72,0.707424764176214,-146,146,-257,257,-242,242,1.6828,2.4646,1.3889,3.5714,1.4136,3.4179
25211,Wimbledon,SF,2025-06-30,True,0.7257030909469935,0.88,0.8645703090946993,-265,265,-733,733,-638,638,1.378,3.6457,1.1364,8.3333,1.1566,7.3839
25212,Wimbledon,QF,2025-06-30,True,0.762270288698341,0.86,0.8502270288698341,-321,321,-614,614,-568,568,1.3119,4.2065,1.1628,7.1429,1.1762,6.6768
25213,Wimbledon,R16,2025-06-30,True,0.713854820393282,0.83,0.8183854820393281,-249,249,-488,488,-451,451,1.4008,3.4947,1.2048,5.8824,1.2219,5.5062
25214,Wimbledon,R32,2025-06-30,True,0.7519025256502653,0.6925021629586354,0.6984421992277985,-303,303,-225,225,-232,232,1.33,4.0307,1.444,3.2521,1.4318,3.3161
25215,Wimbledon,R64,2025-06-30,True,0.6971783698643483,0.91,0.8887178369864349,-230,230,-1011,1011,-799,799,1.4344,3.3023,1.0989,11.1111,1.1252,8.9862
25216,Wimbledon,R128,2025-06-30,True,0.7257030909469935,0.9,0.8825703090946994,-265,265,-900,900,-752,752,1.378,3.6457,1.1111,10.0,1.1331,8.5157
25217,Halle,R16,2025-06-16,True,0.7650571968318924,0.35,0.39150571968318926,-326,326,186,-186,155,-155,1.3071,4.2564,2.8571,1.5385,2.5542,1.6434
25218,Halle,R32,2025-06-16,True,0.6980874607734393,0.96,0.9338087460773439,-231,231,-2400,2400,-1411,1411,1.4325,3.3122,1.0417,25.0,1.0709,15.1077
25219,Roland Garros,F,2025-05-26,True,0.6152420632193489,0.51,0.5205242063219349,-160,160,-104,104,-109,109,1.6254,2.599,1.9608,2.0408,1.9211,2.0856
25220,Roland Garros,SF,2025-05-26,True,0.6524137739791476,0.56,0.5692413773979149,-188,188,-127,127,-132,132,1.5328,2.877,1.7857,2.2727,1.7567,2.3215
25221,Roland Garros,QF,2025-05-26,True,0.6594335844873301,0.7722890559732665,0.7610035088246728,-194,194,-339,339,-318,318,1.5165,2.9363,1.2949,4.3915,1.3141,4.1842
25222,Roland Garros,R16,2025-05-26,True,0.6552313052850509,0.5947106017191978,0.6007626720757832,-190,190,-147,147,-150,150,1.5262,2.9005,1.6815,2.4674,1.6646,2.5048
25223,Roland Garros,R32,2025-05-26,True,0.6702313069682521,0.7412924528301886,0.7341863382439949,-203,203,-287,287,-276,276,1.492,3.0324,1.349,3.8654,1.3621,3.762
25224,Roland Garros,R64,2025-05-26,True,0.7257030909469935,0.76,0.7565703090946994,-265,265,-317,317,-311,311,1.378,3.6457,1.3158,4.1667,1.3218,4.108
25225,Roland Garros,R128,2025-05-26,True,0.7380052683281662,0.89,0.8748005268328166,-282,282,-809,809,-699,699,1.355,3.8169,1.1236,9.0909,1.1431,7.9873
25226,Rome Masters,F,2025-05-07,True,0.6520699126870386,0.62,0.6232069912687039,-187,187,-163,163,-165,165,1.5336,2.8741,1.6129,2.6316,1.6046,2.654
25227,Rome Masters,SF,2025-05-07,True,0.6655094822619032,0.93,0.9035509482261904,-199,199,-1329,1329,-937,937,1.5026,2.9896,1.0753,14.2857,1.1067,10.3682
25228,Rome Masters,QF,2025-05-07,True,0.7020012901107869,0.94,0.9162001290110786,-236,236,-1567,1567,-1093,1093,1.4245,3.3557,1.0638,16.6667,1.0915,11.9332
25229,Rome Masters,R16,2025-05-07,True,0.6520699126870386,0.97,0.9382069912687039,-187,187,-3233,3233,-1518,1518,1.5336,2.8741,1.0309,33.3333,1.0659,16.1831
25230,Rome Masters,R32,2025-05-07,True,0.6628848103458926,0.91,0.8852884810345893,-197,197,-1011,1011,-772,772,1.5086,2.9663,1.0989,11.1111,1.1296,8.7175
25231,Rome Masters,R64,2025-05-07,True,0.6628848103458926,0.95,0.9212884810345893,-197,197,-1900,1900,-1170,1170,1.5086,2.9663,1.0526,20.0,1.0854,12.7046
25232,Australian Open,F,2025-01-13,True,0.5024477058172904,0.7961619190404798,0.7667904977181609,-101,101,-391,391,-329,329,1.9903,2.0098,1.256,4.9059,1.3041,4.288
25233,Australian Open,SF,2025-01-13,True,0.5665233360693913,0.83,0.8036523336069391,-131,131,-488,488,-409,409,1.7652,2.3069,1.2048,5.8824,1.2443,5.093
25234,Australian Open,QF,2025-01-13,True,0.627077169998374,0.91,0.8817077169998375,-168,168,-1011,1011,-745,745,1.5947,2.6815,1.0989,11.1111,1.1342,8.4536
25235,Australian Open,R16,2025-01-13,True,0.57198593914069,0.86,0.831198593914069,-134,134,-614,614,-492,492,1.7483,2.3364,1.1628,7.1429,1.2031,5.9241
25236,Australian Open,R32,2025-01-13,True,0.40493364182599034,0.75,0.7154933641825991,147,-147,-300,300,-251,251,2.4695,1.6805,1.3333,4.0,1.3976,3.5149
25237,Australian Open,R64,2025-01-13,True,0.552572025207968,0.91,0.8742572025207969,-123,123,-1011,1011,-695,695,1.8097,2.235,1.0989,11.1111,1.1438,7.9527
25238,Australian Open,R128,2025-01-13,True,0.3939970015919383,0.8947106017191977,0.8446392417064718,154,-154,-850,850,-544,544,2.5381,1.6502,1.1177,9.4976,1.1839,6.4366
10,US Open,SF,2025-08-25,True,0.5915505990498202,0.85,0.8241550599049821,-145,145,-567,567,-469,469,1.6905,2.4483,1.1765,6.6667,1.2134,5.6868
11,US Open,QF,2025-08-25,True,0.6971783698643483,0.89,0.8707178369864349,-230,230,-809,809,-674,674,1.4344,3.3023,1.1236,9.0909,1.1485,7.735
12,US Open,R16,2025-08-25,True,0.7514473189184628,0.93,0.9121447318918463,-302,302,-1329,1329,-1038,1038,1.3308,4.0233,1.0753,14.2857,1.0963,11.3824
13,US Open,R32,2025-08-25,True,0.6659413661398497,0.92,0.894594136613985,-199,199,-1150,1150,-849,849,1.5016,2.9935,1.087,12.5,1.1178,9.4871
14,US Open,R64,2025-08-25,True,0.6552313052850509,0.89,0.8665231305285052,-190,190,-809,809,-649,649,1.5262,2.9005,1.1236,9.0909,1.154,7.4919
15,US Open,R128,2025-08-25,True,0.6937975199450369,0.79,0.7803797519945037,-227,227,-376,376,-355,355,1.4413,3.2658,1.2658,4.7619,1.2814,4.5533
17,Cincinnati Masters,SF,2025-08-07,True,0.552572025207968,0.84,0.8112572025207968,-123,123,-525,525,-430,430,1.8097,2.235,1.1905,6.25,1.2327,5.2982
18,Cincinnati Masters,QF,2025-08-07,True,0.662162804689949,0.81,0.795216280468995,-196,196,-426,426,-388,388,1.5102,2.96,1.2346,5.2632,1.2575,4.8832
19,Cincinnati Masters,R16,2025-08-07,True,0.7397636872134721,0.71,0.7129763687213472,-284,284,-245,245,-248,248,1.3518,3.8427,1.4085,3.4483,1.4026,3.484
20,Cincinnati Masters,R32,2025-08-07,True,0.6612195414335007,0.85,0.8311219541433501,-195,195,-567,567,-492,492,1.5124,2.9518,1.1765,6.6667,1.2032,5.9214
21,Cincinnati Masters,R64,2025-08-07,True,0.7449584141224713,0.9,0.8844958414122472,-292,292,-900,900,-766,766,1.3424,3.9209,1.1111,10.0,1.1306,8.6577
23,Wimbledon,SF,2025-06-30,True,0.6575464482096908,0.88,0.8577546448209691,-192,192,-733,733,-603,603,1.5208,2.9201,1.1364,8.3333,1.1658,7.0301
24,Wimbledon,QF,2025-06-30,True,0.7428449342913229,0.901821001329198,0.8859233946254104,-289,289,-919,919,-777,777,1.3462,3.8887,1.1089,10.1855,1.1288,8.766
25,Wimbledon,R16,2025-06-30,True,0.7630311453926174,0.82,0.8143031145392617,-322,322,-456,456,-439,439,1.3106,4.22,1.2195,5.5556,1.228,5.3851
26,Wimbledon,R32,2025-06-30,True,0.7659433219585238,0.87,0.8595943321958524,-327,327,-669,669,-612,612,1.3056,4.2725,1.1494,7.6923,1.1633,7.1222
27,Wimbledon,R64,2025-06-30,True,0.6198843151747198,0.88,0.8539884315174721,-163,163,-733,733,-585,585,1.6132,2.6308,1.1364,8.3333,1.171,6.8488
28,Wimbledon,R128,2025-06-30,True,0.8478308451407462,0.841114964788929,0.8417865528241106,-557,557,-529,529,-532,532,1.1795,6.5716,1.1889,6.2939,1.1879,6.3206
29,Queen's Club,F,2025-06-16,True,0.5999502727775212,0.85,0.8249950272777521,-150,150,-567,567,-471,471,1.6668,2.4997,1.1765,6.6667,1.2121,5.7141
30,Queen's Club,SF,2025-06-16,True,0.7289195313693162,0.92,0.9008919531369317,-269,269,-1150,1150,-909,909,1.3719,3.6889,1.087,12.5,1.11,10.09
31,Queen's Club,QF,2025-06-16,True,0.7030439702283442,0.91,0.8893043970228345,-237,237,-1011,1011,-803,803,1.4224,3.3675,1.0989,11.1111,1.1245,9.0338
32,Queen's Club,R16,2025-06-16,True,0.7030439702283442,0.86,0.8443043970228344,-237,237,-614,614,-542,542,1.4224,3.3675,1.1628,7.1429,1.1844,6.4228
33,Queen's Club,R32,2025-06-16,True,0.6694175704090086,0.6,0.6069417570409009,-202,202,-150,150,-154,154,1.4938,3.025,1.6667,2.5,1.6476,2.5442
35,Roland Garros,SF,2025-05-26,True,0.7030439702283442,0.9,0.8803043970228345,-237,237,-900,900,-735,735,1.4224,3.3675,1.1111,10.0,1.136,8.3545
36,Roland Garros,QF,2025-05-26,True,0.6601711201257012,0.96,0.9300171120125701,-194,194,-2400,2400,-1329,1329,1.5148,2.9427,1.0417,25.0,1.0752,14.2892
37,Roland Garros,R16,2025-05-26,True,0.6788554858518092,0.93,0.904885548585181,-211,211,-1329,1329,-951,951,1.4731,3.1139,1.0753,14.2857,1.1051,10.5136
38,Roland Garros,R32,2025-05-26,True,0.6621459180294639,0.85,0.8312145918029464,-196,196,-567,567,-492,492,1.5102,2.9599,1.1765,6.6667,1.2031,5.9247
39,Roland Garros,R64,2025-05-26,True,0.6552313052850509,0.9,0.8755231305285052,-190,190,-900,900,-703,703,1.5262,2.9005,1.1111,10.0,1.1422,8.0336
40,Roland Garros,R128,2025-05-26,True,0.6578559772010615,0.88,0.8577855977201062,-192,192,-733,733,-603,603,1.5201,2.9227,1.1364,8.3333,1.1658,7.0316
47,Barcelona,F,2025-04-14,True,0.7524116857939899,0.25,0.300241168579399,-304,304,300,-300,233,-233,1.3291,4.039,4.0,1.3333,3.3307,1.4291
48,Barcelona,SF,2025-04-14,True,0.7450490603143219,0.78,0.7765049060314323,-292,292,-355,355,-347,347,1.3422,3.9223,1.2821,4.5455,1.2878,4.4744
49,Barcelona,QF,2025-04-14,True,0.7257030909469935,0.92,0.9005703090946994,-265,265,-1150,1150,-906,906,1.378,3.6457,1.087,12.5,1.1104,10.0574
50,Barcelona,R16,2025-04-14,True,0.6601711201257012,0.93,0.9030171120125702,-194,194,-1329,1329,-931,931,1.5148,2.9427,1.0753,14.2857,1.1074,10.3111
51,Barcelona,R32,2025-04-14,True,0.7205343038413905,0.97,0.945053430384139,-258,258,-3233,3233,-1720,1720,1.3879,3.5783,1.0309,33.3333,1.0581,18.1995
173,Rome Masters,QF,2025-05-07,True,0.6524137739791476,0.58,0.5872413773979148,-188,188,-138,138,-142,142,1.5328,2.877,1.7241,2.381,1.7029,2.4227
174,Rome Masters,R16,2025-05-07,True,0.6203326678906536,0.8,0.7820332667890655,-163,163,-400,400,-359,359,1.612,2.6339,1.25,5.0,1.2787,4.5879
175,Rome Masters,R32,2025-05-07,True,0.7029563086022211,0.93,0.9072956308602222,-237,237,-1329,1329,-979,979,1.4226,3.3665,1.0753,14.2857,1.1022,10.787
176,Rome Masters,R64,2025-05-07,True,0.6643733993279805,0.9,0.876437339932798,-198,198,-900,900,-709,709,1.5052,2.9795,1.1111,10.0,1.141,8.0931
177,Madrid Masters,R16,2025-04-23,True,0.6152573520086511,0.69,0.6825257352008651,-160,160,-223,223,-215,215,1.6253,2.5991,1.4493,3.2258,1.4651,3.1499
178,Madrid Masters,R32,2025-04-23,True,0.6911782718241842,0.87,0.8521178271824185,-224,224,-669,669,-576,576,1.4468,3.2381,1.1494,7.6923,1.1735,6.7621
179,Madrid Masters,R64,2025-04-23,True,0.75902149607317,0.97,0.948902149607317,-315,315,-3233,3233,-1857,1857,1.3175,4.1497,1.0309,33.3333,1.0538,19.5703
185,Monte Carlo Masters,R32,2025-04-07,True,0.637304831128293,0.26,0.2977304831128293,-176,176,285,-285,236,-236,1.5691,2.7571,3.8462,1.3514,3.3587,1.424
186,Miami Masters,R16,2025-03-19,True,0.6396199740529327,0.26,0.2979619974052933,-177,177,285,-285,236,-236,1.5634,2.7748,3.8462,1.3514,3.3561,1.4244
187,Miami Masters,R32,2025-03-19,True,0.7240728410903483,0.89,0.8734072841090349,-262,262,-809,809,-690,690,1.3811,3.6241,1.1236,9.0909,1.1449,7.8993
188,Miami Masters,R64,2025-03-19,True,0.7170873627332752,0.89,0.8727087362733276,-253,253,-809,809,-686,686,1.3945,3.5347,1.1236,9.0909,1.1459,7.856
189,Indian Wells Masters,R64,2025-03-05,True,0.6745655450234067,0.2,0.2474565545023407,-207,207,400,-400,304,-304,1.4824,3.0728,5.0,1.25,4.0411,1.3288
190,Acapulco,R16,2025-02-24,True,0.7172272172272175,0.25,0.29672272172272174,-254,254,300,-300,237,-237,1.3943,3.5364,4.0,1.3333,3.3701,1.4219
191,Acapulco,R32,2025-02-24,True,0.6987540293999419,0.9,0.8798754029399942,-232,232,-900,900,-732,732,1.4311,3.3195,1.1111,10.0,1.1365,8.3247
192,Rio de Janeiro,QF,2025-02-17,True,0.6655094822619032,0.276900604432505,0.31576149221544486,-199,199,261,-261,217,-217,1.5026,2.9896,3.6114,1.3829,3.1669,1.4615
193,Rio de Janeiro,R16,2025-02-17,True,0.7449584141224713,0.92,0.9024958414122473,-292,292,-1150,1150,-926,926,1.3424,3.9209,1.087,12.5,1.108,10.256
194,Rio de Janeiro,R32,2025-02-17,True,0.6847414571835333,0.6,0.6084741457183533,-217,217,-150,150,-155,155,1.4604,3.172,1.6667,2.5,1.6435,2.5541
195,Buenos Aires,QF,2025-02-10,True,0.68465379555741,0.27,0.31146537955574105,-217,217,270,-270,221,-221,1.4606,3.1711,3.7037,1.3699,3.2106,1.4524
196,Buenos Aires,R16,2025-02-10,True,0.7030439702283442,0.78,0.7723043970228345,-237,237,-355,355,-339,339,1.4224,3.3675,1.2821,4.5455,1.2948,4.3918
198,Australian Open,SF,2025-01-13,True,0.6520699126870386,0.6560914672877408,0.6556893118276707,-187,187,-191,191,-190,190,1.5336,2.8741,1.5242,2.9077,1.5251,2.9044
199,Australian Open,QF,2025-01-13,True,0.6552313052850509,0.93,0.9025231305285052,-190,190,-1329,1329,-926,926,1.5262,2.9005,1.0753,14.2857,1.108,10.2588
200,Australian Open,R16,2025-01-13,True,0.6847414571835333,0.72,0.7164741457183533,-217,217,-257,257,-253,253,1.4604,3.172,1.3889,3.5714,1.3957,3.527
201,Australian Open,R32,2025-01-13,True,0.6398732621554004,0.86,0.8379873262155401,-178,178,-614,614,-517,517,1.5628,2.7768,1.1628,7.1429,1.1933,6.1724
202,Australian Open,R64,2025-01-13,True,0.6980874607734393,0.92,0.897808746077344,-231,231,-1150,1150,-879,879,1.4325,3.3122,1.087,12.5,1.1138,9.7856
203,Australian Open,R128,2025-01-13,True,0.7985706322524286,0.9061619190404798,0.8954027903616747,-396,396,-966,966,-856,856,1.2522,4.9645,1.1036,10.6567,1.1168,9.5605
204,United Cup,RR,2024-12-27,True,0.8123252498567306,0.839723425183179,0.8369836076505341,-433,433,-524,524,-513,513,1.231,5.3284,1.1909,6.2392,1.1948,6.1344
205,United Cup,RR,2024-12-27,True,0.6492523813811353,0.89,0.8659252381381136,-185,185,-809,809,-646,646,1.5402,2.8511,1.1236,9.0909,1.1548,7.4585
206,Tour Finals,SF,2024-11-11,True,0.6341434385302807,0.5155194927909905,0.5273818873649195,-173,173,-106,106,-112,112,1.5769,2.7333,1.9398,2.0641,1.8962,2.1159
208,Tour Finals,RR,2024-11-11,True,0.6341434385302807,0.5155194927909905,0.5273818873649195,-173,173,-106,106,-112,112,1.5769,2.7333,1.9398,2.0641,1.8962,2.1159
209,Tour Finals,RR,2024-11-11,True,0.6341434385302807,0.5155194927909905,0.5273818873649195,-173,173,-106,106,-112,112,1.5769,2.7333,1.9398,2.0641,1.8962,2.1159
25175,Tour Finals,F,2025-11-09,True,0.657522544285444,0.71,0.7047522544285444,-192,192,-245,245,-239,239,1.5209,2.9199,1.4085,3.4483,1.4189,3.387
25176,Tour Finals,SF,2025-11-09,True,0.7116596984420624,0.92,0.8991659698442063,-247,247,-1150,1150,-892,892,1.4052,3.4681,1.087,12.5,1.1121,9.9173
25177,Tour Finals,RR,2025-11-09,True,0.7450490603143219,0.95,0.9295049060314322,-292,292,-1900,1900,-1319,1319,1.3422,3.9223,1.0526,20.0,1.0758,14.1854
25178,Tour Finals,RR,2025-11-09,True,0.7486860852279426,0.93,0.9118686085227943,-298,298,-1329,1329,-1035,1035,1.3357,3.9791,1.0753,14.2857,1.0966,11.3467
25179,Tour Finals,RR,2025-11-09,True,0.7030439702283442,0.89,0.8713043970228345,-237,237,-809,809,-677,677,1.4224,3.3675,1.1236,9.0909,1.1477,7.7703
25180,Paris Masters,F,2025-10-27,True,0.7170873627332752,0.8,0.7917087362733276,-253,253,-400,400,-380,380,1.3945,3.5347,1.25,5.0,1.2631,4.801
25181,Paris Masters,SF,2025-10-27,True,0.7355605505605507,0.99,0.9645560550560551,-278,278,-9900,9900,-2721,2721,1.3595,3.7816,1.0101,100.0,1.0367,28.2136
25182,Paris Masters,QF,2025-10-27,True,0.7537450116856648,0.94,0.9213745011685665,-306,306,-1567,1567,-1172,1172,1.3267,4.0608,1.0638,16.6667,1.0853,12.7185
25183,Paris Masters,R16,2025-10-27,True,0.7758478144089224,0.9110017060687302,0.8974863169027494,-346,346,-1024,1024,-875,875,1.2889,4.4613,1.0977,11.2362,1.1142,9.7548
25184,Paris Masters,R32,2025-10-27,True,0.7537450116856648,0.5994853225899711,0.6149112914995405,-306,306,-150,150,-160,160,1.3267,4.0608,1.6681,2.4968,1.6263,2.5968
25185,Vienna,F,2025-10-20,True,0.7388676371747238,0.95,0.9288867637174724,-283,283,-1900,1900,-1306,1306,1.3534,3.8295,1.0526,20.0,1.0766,14.0621
25186,Vienna,SF,2025-10-20,True,0.7029935303470465,0.7,0.7002993530347047,-237,237,-233,233,-234,234,1.4225,3.3669,1.4286,3.3333,1.428,3.3367
25187,Vienna,QF,2025-10-20,True,0.6745655450234067,0.91,0.8864565545023407,-207,207,-1011,1011,-781,781,1.4824,3.0728,1.0989,11.1111,1.1281,8.8072
25188,Vienna,R16,2025-10-20,True,0.7009491513511614,0.96,0.9340949151351161,-234,234,-2400,2400,-1417,1417,1.4266,3.3439,1.0417,25.0,1.0706,15.1733
25189,Vienna,R32,2025-10-20,True,0.7618070181006639,0.91,0.8951807018100665,-320,320,-1011,1011,-854,854,1.3127,4.1983,1.0989,11.1111,1.1171,9.5402
25190,Shanghai Masters,R32,2025-10-01,True,0.7758118060623602,0.8,0.7975811806062361,-346,346,-400,400,-394,394,1.289,4.4605,1.25,5.0,1.2538,4.9403
25191,Shanghai Masters,R64,2025-10-01,True,0.7397016191807337,0.9,0.8839701619180734,-284,284,-900,900,-762,762,1.3519,3.8417,1.1111,10.0,1.1313,8.6185
25192,Beijing,F,2025-09-25,True,0.7052390921795638,0.9310017060687302,0.9084254446798136,-239,239,-1349,1349,-992,992,1.418,3.3926,1.0741,14.4931,1.1008,10.9201
25193,Beijing,SF,2025-09-25,True,0.6655094822619032,0.74,0.7325509482261904,-199,199,-285,285,-274,274,1.5026,2.9896,1.3514,3.8462,1.3651,3.739
25194,Beijing,QF,2025-09-25,True,0.7030439702283442,0.89,0.8713043970228345,-237,237,-809,809,-677,677,1.4224,3.3675,1.1236,9.0909,1.1477,7.7703
25195,Beijing,R16,2025-09-25,True,0.7482655007366447,0.91,0.8938265500736645,-297,297,-1011,1011,-842,842,1.3364,3.9724,1.0989,11.1111,1.1188,9.4186
25196,Beijing,R32,2025-09-25,True,0.6735171237156072,0.91,0.8863517123715607,-206,206,-1011,1011,-780,780,1.4847,3.0629,1.0989,11.1111,1.1282,8.7991
42,Rome Masters,SF,2025-05-07,True,0.6795528747668341,0.68308095952024,0.6827281510448994,-212,212,-216,216,-215,215,1.4716,3.1206,1.464,3.1554,1.4647,3.1519
43,Rome Masters,QF,2025-05-07,True,0.5838929560843491,0.82,0.7963892956084349,-140,140,-456,456,-391,391,1.7126,2.4032,1.2195,5.5556,1.2557,4.9113
44,Rome Masters,R16,2025-05-07,True,0.6629085630095383,0.91,0.8852908563009538,-197,197,-1011,1011,-772,772,1.5085,2.9666,1.0989,11.1111,1.1296,8.7177
45,Rome Masters,R32,2025-05-07,True,0.6987848496884642,0.96,0.9338784849688464,-232,232,-2400,2400,-1412,1412,1.4311,3.3199,1.0417,25.0,1.0708,15.1237
46,Rome Masters,R64,2025-05-07,True,0.6601711201257012,0.84,0.8220171120125701,-194,194,-525,525,-462,462,1.5148,2.9427,1.1905,6.25,1.2165,5.6185
52,Monte Carlo Masters,F,2025-04-07,True,0.6977786913114833,0.85,0.8347778691311484,-231,231,-567,567,-505,505,1.4331,3.3088,1.1765,6.6667,1.1979,6.0525
53,Monte Carlo Masters,SF,2025-04-07,True,0.6987540293999419,0.81,0.7988754029399943,-232,232,-426,426,-397,397,1.4311,3.3195,1.2346,5.2632,1.2518,4.972
54,Monte Carlo Masters,QF,2025-04-07,True,0.6959364980940385,0.87,0.8525936498094039,-229,229,-669,669,-578,578,1.4369,3.2888,1.1494,7.6923,1.1729,6.784
55,Monte Carlo Masters,R16,2025-04-07,True,0.7310056678093909,0.94,0.9191005667809391,-272,272,-1567,1567,-1136,1136,1.368,3.7176,1.0638,16.6667,1.088,12.361
56,Monte Carlo Masters,R32,2025-04-07,True,0.7257030909469935,0.77,0.7655703090946994,-265,265,-335,335,-327,327,1.378,3.6457,1.2987,4.3478,1.3062,4.2657
57,Miami Masters,R64,2025-03-19,True,0.7310056678093909,0.32,0.36110056678093916,-272,272,212,-212,177,-177,1.368,3.7176,3.125,1.4706,2.7693,1.5652
58,Indian Wells Masters,SF,2025-03-05,True,0.7030439702283442,0.75,0.7453043970228345,-237,237,-300,300,-293,293,1.4224,3.3675,1.3333,4.0,1.3417,3.9263
59,Indian Wells Masters,QF,2025-03-05,True,0.6552073667155949,0.62,0.6235207366715595,-190,190,-163,163,-166,166,1.5262,2.9003,1.6129,2.6316,1.6038,2.6562
60,Indian Wells Masters,R16,2025-03-05,True,0.6654218206357799,0.96,0.930542182063578,-199,199,-2400,2400,-1340,1340,1.5028,2.9888,1.0417,25.0,1.0746,14.3972
61,Indian Wells Masters,R32,2025-03-05,True,0.6524137739791476,0.42,0.44324137739791475,-188,188,138,-138,126,-126,1.5328,2.877,2.381,1.7241,2.2561,1.7961
62,Indian Wells Masters,R64,2025-03-05,True,0.6612649768666217,0.91,0.8851264976866622,-195,195,-1011,1011,-771,771,1.5123,2.9522,1.0989,11.1111,1.1298,8.7052
63,Doha,QF,2025-02-17,True,0.6702467864579281,0.28,0.31902467864579287,-203,203,257,-257,213,-213,1.492,3.0326,3.5714,1.3889,3.1346,1.4685
64,Doha,R16,2025-02-17,True,0.6787678242256859,0.77,0.7608767824225686,-211,211,-335,335,-318,318,1.4733,3.113,1.2987,4.3478,1.3143,4.1819
65,Doha,R32,2025-02-17,True,0.8748661538976167,0.9257123077879279,0.9206276923988967,-699,699,-1246,1246,-1160,1160,1.143,7.9914,1.0802,13.4612,1.0862,12.5989
66,Rotterdam,F,2025-02-03,True,0.6987540293999419,0.8647106017191978,0.8481149444872722,-232,232,-639,639,-558,558,1.4311,3.3195,1.1565,7.3916,1.1791,6.5839
